"縣市","行政區域","售電量度數","統計年月","教育程度總計","大學以上比例","大學比例","大學以下比例","納稅單位","綜合所得總額","綜合所得平均數","綜合所得中位數","戶數","總人數","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例","出生數","出生數.男","出生數.女","結婚對數","離婚對數","有偶人數","有偶比例","每戶平均用電度數","每人平均用電度數"
"高雄市","旗山區太平里",965717,10407,2358,0.0339,0.1824,0.7837,"574","392428","684","511",964,2713,0.5009,0.4991,0.2001,0.2809,0.3597,0.1592,3,3,0,2,4,548,56.85,1001.78,355.96
"高雄市","旗山區新光里",212369,10407,856,0.0234,0.139,0.8376,"169","115458","683","513",355,933,0.448,0.552,0.1426,0.2101,0.3891,0.2583,1,0,1,1,0,198,55.77,598.22,227.62
"高雄市","旗山區永和里",1484496,10407,3511,0.0436,0.1851,0.7713,"835","576410","690","533",1391,4105,0.4972,0.5028,0.2329,0.2892,0.3593,0.1186,2,1,1,5,1,836,59.5,1067.21,361.63
"高雄市","旗山區圓富里",510908,10407,1898,0.019,0.1523,0.8288,"383","233301","609","506",703,2081,0.4873,0.5127,0.1711,0.2951,0.3864,0.1475,5,3,2,0,0,374,52.6,726.75,245.51
"高雄市","旗山區中寮里",55435,10407,185,0,0.0757,0.9243,"22","10041","456","469",88,195,0.441,0.559,0.0821,0.1641,0.4564,0.2974,0,0,0,0,0,53,60.92,629.94,284.28
"高雄市","旗山區中正里",429324,10407,1590,0.0214,0.1352,0.8434,"295","179290","608","496",595,1783,0.4565,0.5435,0.1929,0.2759,0.3735,0.1576,0,0,0,1,0,306,51.52,721.55,240.79
"高雄市","旗山區中洲里",227880,10407,906,0.0287,0.1369,0.8344,"141","103539","734","514",390,974,0.461,0.539,0.1191,0.2218,0.4127,0.2464,3,2,1,2,1,211,54.1,584.31,233.96
"高雄市","旗山區竹峰里",659225,10407,1653,0.0581,0.1736,0.7683,"362","309356","855","570",740,1882,0.4857,0.5143,0.204,0.2412,0.3884,0.1663,1,1,0,1,1,418,56.33,890.84,350.28
"高雄市","前金區北金里",448858,10407,915,0.0656,0.2284,0.706,"232","202394","872","560",436,1016,0.5177,0.4823,0.1486,0.2569,0.4321,0.1624,0,0,0,0,1,215,48.86,1029.49,441.79
"高雄市","前金區博孝里",783800,10407,988,0.0891,0.2895,0.6215,"327","306201","936","556",507,1100,0.5209,0.4791,0.1709,0.28,0.4082,0.1409,0,0,0,0,1,243,47.55,1545.96,712.55
"高雄市","前金區草江里",701790,10407,1072,0.1073,0.2845,0.6082,"392","356692","910","618",512,1157,0.4987,0.5013,0.1305,0.2878,0.3967,0.185,1,1,0,0,1,290,56.2,1370.68,606.56
"高雄市","前金區東金里",1063190,10407,1010,0.1119,0.3089,0.5792,"342","415492","1215","698",531,1112,0.5189,0.4811,0.134,0.2617,0.4218,0.1826,1,0,1,0,0,284,53.48,2002.24,956.11
"高雄市","前金區復元里",679480,10407,1032,0.1298,0.3411,0.5291,"362","375690","1038","665",490,1133,0.5455,0.4545,0.1456,0.233,0.4184,0.203,2,2,0,2,1,272,55.51,1386.69,599.72
"高雄市","前金區國民里",869692,10407,1035,0.0918,0.314,0.5942,"352","500571","1422","666",500,1133,0.5137,0.4863,0.1536,0.2454,0.4281,0.173,3,1,2,0,0,300,60.12,1739.38,767.6
"高雄市","前金區後金里",427996,10407,783,0.0996,0.2874,0.613,"268","275225","1027","645",352,860,0.4826,0.5174,0.1384,0.2453,0.3884,0.2279,0,0,0,1,1,193,54.52,1215.9,497.67
"高雄市","前金區林投里",459783,10407,1046,0.0574,0.1797,0.7629,"233","296880","1274","536",568,1137,0.4398,0.5602,0.1152,0.2436,0.4512,0.19,0,0,0,0,0,209,37.06,809.48,404.38
"高雄市","前金區民生里",598948,10407,780,0.0897,0.341,0.5692,"262","257419","983","678",401,859,0.5297,0.4703,0.1304,0.2841,0.4098,0.1758,2,1,1,1,0,225,56.96,1493.64,697.26
"高雄市","前金區青山里",1315513,10407,1629,0.1209,0.3628,0.5163,"571","673495","1180","719",883,1789,0.5366,0.4634,0.1392,0.2868,0.4064,0.1677,5,2,3,1,0,471,53.16,1489.82,735.33
"高雄市","前金區榮復里",639233,10407,1127,0.0683,0.2689,0.6628,"367","262481","715","526",541,1238,0.5129,0.4871,0.1341,0.2932,0.4111,0.1616,1,1,0,1,0,266,49.26,1181.58,516.34
"高雄市","前金區三川里",454848,10407,716,0.0601,0.2053,0.7346,"200","123375","617","465",366,780,0.4949,0.5051,0.1231,0.2923,0.3987,0.1859,1,1,0,1,0,173,47.4,1242.75,583.14
"高雄市","前金區社東里",1020208,10407,1631,0.1269,0.3427,0.5303,"661","833383","1261","736",817,1819,0.5377,0.4623,0.1567,0.2446,0.3909,0.2078,1,1,0,1,1,492,60.59,1248.72,560.86
"高雄市","前金區社西里",740423,10407,1084,0.1144,0.2841,0.6015,"390","407922","1046","665",581,1186,0.5346,0.4654,0.1619,0.2757,0.398,0.1644,1,1,0,0,0,304,51.88,1274.39,624.3
"高雄市","前金區文東里",996274,10407,1259,0.0818,0.2828,0.6354,"419","440172","1051","639",600,1378,0.5392,0.4608,0.1604,0.2366,0.4093,0.1938,1,0,1,0,0,302,49.92,1660.46,722.99
"高雄市","前金區文西里",719972,10407,942,0.0807,0.2781,0.6412,"321","277796","865","551",461,1024,0.5283,0.4717,0.1387,0.2881,0.375,0.1982,2,1,1,1,1,250,55.07,1561.76,703.1
"高雄市","前金區新生里",2206317,10407,3657,0.1099,0.3175,0.5726,"1255","1341252","1069","703",1813,4095,0.5277,0.4723,0.1729,0.293,0.3956,0.1385,7,5,2,1,1,1017,55.91,1216.94,538.78
"高雄市","前金區長城里",692372,10407,1401,0.0692,0.1977,0.733,"392","319754","816","579",679,1526,0.5105,0.4895,0.1284,0.27,0.4135,0.1881,2,0,2,0,0,338,49.63,1019.69,453.72
"高雄市","前金區長生里",1179028,10407,1789,0.1358,0.3192,0.545,"581","594740","1024","644",873,1925,0.5195,0.4805,0.1444,0.2686,0.4104,0.1766,0,0,0,0,0,518,58.8,1350.55,612.48
"高雄市","前金區長興里",926706,10407,1148,0.0793,0.2753,0.6455,"353","319074","904","588",645,1267,0.5201,0.4799,0.1255,0.2897,0.4223,0.1626,0,0,0,1,1,307,48.12,1436.75,731.42
"高雄市","前鎮區草衙里",5411693,10407,9696,0.032,0.1927,0.7754,"2524","1750101","693","531",4205,11122,0.5062,0.4938,0.217,0.3166,0.3828,0.0837,8,7,1,6,8,2530,60.07,1286.97,486.58
"高雄市","前鎮區德昌里",684061,10407,2077,0.0279,0.1907,0.7814,"498","316846","636","507",971,2293,0.502,0.498,0.1779,0.2891,0.3737,0.1592,2,1,1,1,3,469,48.05,704.49,298.33
"高雄市","前鎮區復國里",1502328,10407,2881,0.0739,0.2499,0.6762,"827","747129","903","617",1312,3215,0.5126,0.4874,0.1614,0.2846,0.3879,0.1661,2,1,1,1,2,742,56.68,1145.07,467.29
"高雄市","前鎮區建隆里",639216,10407,1262,0.1109,0.2662,0.6228,"327","420074","1285","763",670,1355,0.5159,0.4841,0.1565,0.2871,0.417,0.1395,1,0,1,2,1,401,58.97,954.05,471.75
"高雄市","前鎮區良和里",1450733,10407,2944,0.1233,0.3427,0.534,"1028","1082268","1053","734",1309,3218,0.5186,0.4814,0.1591,0.2918,0.4366,0.1125,3,1,2,2,1,834,63.57,1108.28,450.82
"高雄市","前鎮區民權里",2075705,10407,4178,0.1146,0.338,0.5474,"1509","1618324","1072","724",1908,4832,0.5238,0.4762,0.2041,0.2993,0.3982,0.0985,8,4,4,3,5,1262,66.32,1087.9,429.57
"高雄市","前鎮區明道里",469098,10407,1170,0.0231,0.1795,0.7974,"236","170588","723","575",585,1310,0.4656,0.5344,0.1664,0.2679,0.3893,0.1763,1,1,0,1,0,319,54.34,801.88,358.09
"高雄市","前鎮區明禮里",667642,10407,1581,0.0253,0.1442,0.8305,"362","242951","671","511",809,1778,0.4769,0.5231,0.1704,0.2823,0.3909,0.1564,1,1,0,1,0,427,52.65,825.27,375.5
"高雄市","前鎮區明孝里",1348624,10407,2521,0.0329,0.1936,0.7735,"746","529488","710","504",1153,2834,0.4933,0.5067,0.1845,0.3066,0.3772,0.1316,1,1,0,2,2,663,57.3,1169.67,475.87
"高雄市","前鎮區明義里",1217388,10407,2364,0.0326,0.209,0.7585,"653","480450","736","569",1125,2722,0.4963,0.5037,0.1999,0.3174,0.3553,0.1275,4,2,2,2,0,665,59.38,1082.12,447.24
"高雄市","前鎮區明正里",3164093,10407,5237,0.0556,0.2301,0.7143,"1609","1281322","796","619",2535,5957,0.488,0.512,0.2051,0.3275,0.3577,0.1096,7,5,2,5,3,1553,60.88,1248.16,531.16
"高雄市","前鎮區平昌里",242223,10407,683,0.0117,0.1493,0.8389,"152","106889","703","531",337,776,0.4523,0.5477,0.1817,0.25,0.4008,0.1675,0,0,0,0,1,178,52.82,718.76,312.14
"高雄市","前鎮區平等里",946587,10407,2756,0.0501,0.1734,0.7765,"499","416640","835","585",1713,3089,0.4315,0.5685,0.1502,0.2829,0.4438,0.123,1,1,0,2,5,674,39.23,552.59,306.44
"高雄市","前鎮區前鎮里",793645,10407,1460,0.0322,0.1637,0.8041,"360","248962","692","526",671,1607,0.4792,0.5208,0.1668,0.2626,0.4101,0.1605,2,1,1,0,1,320,47.9,1182.78,493.87
"高雄市","前鎮區仁愛里",768760,10407,1384,0.0303,0.1655,0.8042,"334","241215","722","540",713,1519,0.4865,0.5135,0.1547,0.2706,0.4134,0.1613,1,1,0,0,0,373,52.09,1078.2,506.1
"高雄市","前鎮區瑞北里",1323390,10407,3122,0.0423,0.2271,0.7306,"849","610842","719","582",1350,3416,0.5064,0.4936,0.1484,0.3355,0.3952,0.1209,5,4,1,3,1,769,57.01,980.29,387.41
"高雄市","前鎮區瑞昌里",1503421,10407,3156,0.0599,0.2376,0.7025,"950","690064","726","575",1437,3573,0.5085,0.4915,0.1861,0.3515,0.3644,0.098,4,1,3,3,2,825,57.09,1046.22,420.77
"高雄市","前鎮區瑞誠里",1164334,10407,2752,0.0505,0.2438,0.7057,"787","569133","723","584",1225,3061,0.508,0.492,0.1676,0.3322,0.4064,0.0938,4,2,2,2,3,680,55.74,950.48,380.38
"高雄市","前鎮區瑞東里",892978,10407,2366,0.0516,0.205,0.7434,"662","476773","720","557",985,2938,0.5235,0.4765,0.2645,0.2594,0.3353,0.1409,3,3,0,3,3,602,61.49,906.58,303.94
"高雄市","前鎮區瑞豐里",1074950,10407,2908,0.0567,0.2218,0.7215,"797","632758","794","618",1243,3689,0.5104,0.4896,0.2925,0.2781,0.3291,0.1003,6,3,3,3,1,764,61.66,864.8,291.39
"高雄市","前鎮區瑞崗里",1458932,10407,2715,0.0527,0.2188,0.7285,"701","538584","768","569",1186,2933,0.5029,0.4971,0.1589,0.3075,0.4016,0.1319,6,5,1,3,1,695,58.26,1230.13,497.42
"高雄市","前鎮區瑞和里",687027,10407,2074,0.0487,0.1832,0.7681,"564","416282","738","565",846,2611,0.4952,0.5048,0.2872,0.2662,0.3206,0.126,2,1,1,2,0,518,61.59,812.09,263.13
"高雄市","前鎮區瑞華里",2085265,10407,4659,0.0756,0.2621,0.6624,"1484","1279329","862","628",1964,5264,0.5108,0.4892,0.2048,0.295,0.3972,0.103,8,5,3,2,3,1269,64.48,1061.74,396.14
"高雄市","前鎮區瑞隆里",1550746,10407,3697,0.0495,0.2361,0.7144,"1002","746820","745","586",1569,4358,0.5135,0.4865,0.2324,0.2955,0.3603,0.1117,5,1,4,1,0,926,59.4,988.37,355.84
"高雄市","前鎮區瑞南里",1651779,10407,4830,0.046,0.2344,0.7197,"1332","1016805","763","598",1978,5852,0.5007,0.4993,0.2603,0.2884,0.3459,0.1054,6,2,4,4,2,1211,61.19,835.08,282.26
"高雄市","前鎮區瑞平里",1510466,10407,3864,0.058,0.2472,0.6949,"1162","951675","819","611",1633,4783,0.5177,0.4823,0.2714,0.2931,0.3339,0.1016,4,1,3,4,4,1075,65.87,924.96,315.8
"高雄市","前鎮區瑞文里",1035006,10407,2510,0.0438,0.2414,0.7147,"717","575000","802","543",1064,2810,0.5004,0.4996,0.1861,0.327,0.3947,0.0922,2,0,2,1,0,661,62.12,972.75,368.33
"高雄市","前鎮區瑞西里",1241066,10407,2761,0.0503,0.2198,0.7298,"819","580587","709","575",1183,3044,0.4944,0.5056,0.1528,0.3282,0.3515,0.1675,3,2,1,1,0,703,59.32,1049.08,407.71
"高雄市","前鎮區瑞祥里",1814073,10407,5005,0.0601,0.2573,0.6825,"1445","1249483","865","636",2127,6238,0.524,0.476,0.2905,0.2831,0.3451,0.0813,11,7,4,4,2,1355,63.79,852.88,290.81
"高雄市","前鎮區瑞興里",1204352,10407,2680,0.0515,0.2261,0.7224,"745","574394","771","591",1090,2994,0.5037,0.4963,0.176,0.316,0.3838,0.1242,5,3,2,0,1,657,60.05,1104.91,402.26
"高雄市","前鎮區瑞竹里",624286,10407,1759,0.0659,0.2251,0.7089,"443","352249","795","640",880,2126,0.5198,0.4802,0.2512,0.3264,0.3246,0.0978,0,0,0,3,0,502,56.66,709.42,293.64
"高雄市","前鎮區盛豐里",1727850,10407,3108,0.0763,0.2535,0.6702,"911","757038","831","596",1544,3292,0.5346,0.4654,0.1355,0.2983,0.4116,0.1546,2,1,1,1,3,810,52.06,1119.07,524.86
"高雄市","前鎮區盛興里",1763079,10407,2816,0.0817,0.2745,0.6438,"869","836600","963","608",1476,3059,0.5397,0.4603,0.1448,0.288,0.4302,0.137,4,2,2,3,2,744,50.47,1194.5,576.36
"高雄市","前鎮區西甲里",1297619,10407,2104,0.0851,0.2543,0.6606,"664","637693","960","646",1032,2308,0.5039,0.4961,0.1564,0.2717,0.4138,0.1581,0,0,0,1,1,584,56.1,1257.38,562.23
"高雄市","前鎮區西山里",1505340,10407,3609,0.0912,0.2871,0.6218,"1196","1082866","905","612",1730,3930,0.5163,0.4837,0.1433,0.2908,0.4183,0.1476,7,7,0,2,1,998,57.75,870.14,383.04
"高雄市","前鎮區信德里",853901,10407,2409,0.0203,0.1565,0.8232,"547","360821","660","544",1168,2723,0.4781,0.5219,0.1844,0.2817,0.3812,0.1528,1,0,1,1,4,574,49.27,731.08,313.59
"高雄市","前鎮區信義里",1063539,10407,1497,0.0341,0.159,0.8069,"347","237431","684","536",701,1670,0.4826,0.5174,0.1647,0.2844,0.4012,0.1497,0,0,0,3,1,372,52.84,1517.17,636.85
"高雄市","前鎮區興邦里",1587286,10407,2819,0.0819,0.2827,0.6353,"987","954234","967","738",1353,3260,0.5034,0.4966,0.2129,0.3215,0.3883,0.0773,3,1,2,0,2,874,64.84,1173.16,486.9
"高雄市","前鎮區興東里",2605269,10407,5414,0.0966,0.2974,0.606,"1818","1764154","970","663",2443,6225,0.524,0.476,0.2095,0.3031,0.3839,0.1035,9,5,4,5,2,1540,62.93,1066.42,418.52
"高雄市","前鎮區興化里",271714,10407,740,0.023,0.1338,0.8432,"167","122447","733","496",456,816,0.4706,0.5294,0.1397,0.261,0.424,0.1752,1,0,1,0,0,210,46.67,595.86,332.98
"高雄市","前鎮區興仁里",264596,10407,785,0.0191,0.1083,0.8726,"154","91770","596","499",419,855,0.4608,0.5392,0.1322,0.2772,0.4082,0.1825,2,2,0,0,0,212,50.72,631.49,309.47
"高雄市","前鎮區興中里",1535233,10407,3254,0.0584,0.2477,0.6939,"916","728108","795","545",1522,3507,0.5107,0.4893,0.1443,0.3139,0.4109,0.1309,5,1,4,7,1,781,51.08,1008.69,437.76
"高雄市","前鎮區振興里",1816700,10407,2297,0.0993,0.2956,0.6051,"754","779394","1034","703",1209,2516,0.5199,0.4801,0.1598,0.2997,0.4285,0.1121,7,3,4,2,0,669,55.29,1502.65,722.06
"高雄市","前鎮區鎮北里",573495,10407,1122,0.0428,0.2014,0.7558,"267","193367","724","533",602,1208,0.4818,0.5182,0.1267,0.2964,0.4197,0.1573,1,0,1,0,0,308,51.16,952.65,474.75
"高雄市","前鎮區鎮昌里",795761,10407,2090,0.0349,0.1823,0.7828,"524","382742","730","547",915,2381,0.4851,0.5149,0.1814,0.2961,0.3889,0.1336,3,1,2,2,2,480,52.57,869.68,334.21
"高雄市","前鎮區鎮東里",847364,10407,1869,0.0412,0.1776,0.7812,"482","342728","711","553",826,2019,0.4923,0.5077,0.1337,0.2798,0.4037,0.1828,4,3,1,0,1,451,54.4,1025.86,419.69
"高雄市","前鎮區鎮海里",1865812,10407,4285,0.0597,0.228,0.7123,"1279","1046362","818","589",1954,4806,0.5031,0.4969,0.1848,0.3159,0.3812,0.1182,6,5,1,2,1,1163,59.28,954.87,388.23
"高雄市","前鎮區鎮榮里",757645,10407,2313,0.0376,0.1768,0.7856,"578","361791","626","485",1072,2543,0.5018,0.4982,0.1545,0.3201,0.374,0.1514,3,1,2,2,0,581,54.15,706.76,297.93
"高雄市","前鎮區鎮陽里",429248,10407,1025,0.038,0.1805,0.7815,"259","188538","728","571",501,1072,0.4925,0.5075,0.097,0.3004,0.4123,0.1903,1,1,0,1,0,248,49.21,856.78,400.42
"高雄市","前鎮區鎮中里",268922,10407,834,0.0276,0.1451,0.8273,"212","141250","666","488",423,885,0.4486,0.5514,0.1198,0.2859,0.4237,0.1706,1,1,0,0,0,184,43.09,635.75,303.87
"高雄市","前鎮區忠誠里",808156,10407,2232,0.0547,0.2249,0.7204,"633","461344","729","645",1058,2498,0.4912,0.5088,0.1637,0.2854,0.3971,0.1537,4,2,2,1,0,558,52.84,763.85,323.52
"高雄市","前鎮區忠純里",2098811,10407,5148,0.0509,0.2298,0.7193,"1419","1021685","720","593",2570,5661,0.5121,0.4879,0.1563,0.2828,0.3957,0.1652,6,3,3,2,2,1254,48.62,816.66,370.75
"高雄市","前鎮區忠孝里",1558216,10407,2801,0.081,0.3077,0.6112,"875","947178","1082","645",1389,3056,0.5196,0.4804,0.1584,0.2906,0.4028,0.1482,1,0,1,3,1,809,57.7,1121.83,509.89
"高雄市","前鎮區竹北里",902447,10407,2308,0.0789,0.2725,0.6486,"657","546186","831","605",1037,2556,0.5102,0.4898,0.1897,0.2969,0.3916,0.1217,2,1,1,1,0,599,57.65,870.25,353.07
"高雄市","前鎮區竹東里",899359,10407,2315,0.0605,0.267,0.6726,"717","522163","728","548",1106,2576,0.5256,0.4744,0.1592,0.3354,0.3932,0.1122,3,2,1,1,1,575,52.08,813.16,349.13
"高雄市","前鎮區竹南里",3422877,10407,6823,0.1086,0.3088,0.5826,"2360","2454770","1040","779",3467,8468,0.5253,0.4747,0.2577,0.3363,0.3288,0.0772,9,3,6,4,4,2146,61.9,987.27,404.21
"高雄市","前鎮區竹內里",1126631,10407,2816,0.0685,0.2496,0.6818,"809","629886","779","589",1240,3183,0.5184,0.4816,0.1775,0.3299,0.3629,0.1298,3,1,2,4,0,732,59.22,908.57,353.95
"高雄市","前鎮區竹西里",1835961,10407,4345,0.0875,0.2877,0.6249,"1321","1236305","936","692",1823,4895,0.5126,0.4874,0.1975,0.2907,0.3971,0.1146,12,4,8,3,1,1178,64.37,1007.11,375.07
"高雄市","前鎮區竹中里",1787820,10407,3427,0.0791,0.281,0.6399,"1210","1025814","848","630",1533,3864,0.5241,0.4759,0.1835,0.3142,0.3851,0.1172,7,2,5,2,3,931,60.53,1166.22,462.69
"高雄市","橋頭區白樹里",1284634,10407,3278,0.0519,0.2373,0.7108,"897","716372","799","600",1351,3729,0.502,0.498,0.2161,0.3014,0.3805,0.1019,4,2,2,2,2,816,59.65,950.88,344.5
"高雄市","橋頭區筆秀里",609191,10407,1613,0.0434,0.2257,0.7309,"470","350944","747","570",585,1810,0.4707,0.5293,0.2083,0.2901,0.3801,0.1215,4,1,3,1,4,373,63.44,1041.35,336.57
"高雄市","橋頭區德松里",539944,10407,1367,0.0497,0.2502,0.7001,"398","330093","829","661",567,1603,0.4685,0.5315,0.2265,0.3026,0.3674,0.1036,2,1,1,1,2,343,59.76,952.28,336.83
"高雄市","橋頭區頂鹽里",384866,10407,1377,0.0421,0.2135,0.7444,"351","266810","760","589",575,1468,0.4952,0.5048,0.1649,0.3018,0.4203,0.1131,0,0,0,2,0,373,64.53,669.33,262.17
"高雄市","橋頭區東林里",857078,10407,2450,0.0429,0.2359,0.7212,"736","545402","741","594",896,2800,0.5029,0.4971,0.1871,0.3118,0.3761,0.125,4,2,2,2,2,585,65.29,956.56,306.1
"高雄市","橋頭區甲北里",889665,10407,2075,0.0357,0.2034,0.761,"573","395585","690","501",806,2276,0.4741,0.5259,0.1599,0.3155,0.4016,0.123,4,1,3,0,1,499,61.83,1103.8,390.89
"高雄市","橋頭區甲南里",1105595,10407,2499,0.044,0.2105,0.7455,"729","502184","689","521",977,2766,0.4736,0.5264,0.1652,0.3192,0.3952,0.1204,5,2,3,5,1,609,62.27,1131.62,399.71
"高雄市","橋頭區橋南里",659617,10407,1173,0.0784,0.2472,0.6743,"385","298075","774","617",520,1333,0.4854,0.5146,0.1928,0.2806,0.3646,0.162,1,1,0,0,1,326,62.21,1268.49,494.84
"高雄市","橋頭區橋頭里",1192800,10407,2163,0.0952,0.2779,0.6269,"736","739941","1005","720",975,2547,0.5053,0.4947,0.2324,0.2737,0.362,0.1319,1,0,1,0,1,643,65.61,1223.38,468.32
"高雄市","橋頭區三德里",281390,10407,800,0.03,0.2037,0.7662,"219","146106","667","521",311,918,0.4913,0.5087,0.1917,0.3322,0.366,0.11,0,0,0,0,1,178,57.42,904.79,306.53
"高雄市","橋頭區仕豐里",1779969,10407,2470,0.0587,0.2368,0.7045,"733","570716","779","582",1014,2746,0.4909,0.5091,0.1759,0.3241,0.382,0.118,3,2,1,2,0,654,63.99,1755.39,648.2
"高雄市","橋頭區仕和里",905210,10407,3841,0.0547,0.2611,0.6842,"1228","942173","767","581",1477,4352,0.5057,0.4943,0.1866,0.3341,0.3817,0.0977,9,6,3,1,4,937,63.57,612.87,208
"高雄市","橋頭區仕隆里",1255111,10407,2449,0.0739,0.2589,0.6672,"729","613820","842","630",972,2769,0.4901,0.5099,0.1802,0.2886,0.3781,0.1531,3,1,2,1,0,603,62.16,1291.27,453.27
"高雄市","橋頭區西林里",378570,10407,1537,0.0371,0.201,0.7619,"423","322352","762","596",574,1714,0.4825,0.5175,0.1616,0.283,0.3833,0.1721,1,0,1,0,0,344,59.72,659.53,220.87
"高雄市","橋頭區新莊里",782554,10407,2016,0.0893,0.2708,0.6399,"624","631717","1012","677",879,2295,0.502,0.498,0.1882,0.346,0.3577,0.1081,8,3,5,0,2,564,64.02,890.28,340.98
"高雄市","橋頭區芋寮里",520302,10407,1275,0.0431,0.1976,0.7592,"385","308687","802","599",470,1425,0.4744,0.5256,0.1768,0.3004,0.3909,0.1319,1,1,0,0,0,298,63.95,1107.03,365.12
"高雄市","橋頭區中崎里",286036,10407,719,0.0278,0.1919,0.7803,"190","137179","722","583",277,798,0.4574,0.5426,0.1591,0.3033,0.4035,0.1341,0,0,0,2,1,164,58.99,1032.62,358.44
"高雄市","仁武區八卦里",8560327,10407,14949,0.0607,0.2614,0.6779,"4372","3763402","861","680",6737,16935,0.4927,0.5073,0.2162,0.3475,0.3743,0.062,28,12,16,14,9,4597,67.33,1270.64,505.48
"高雄市","仁武區赤山里",2696374,10407,5464,0.0597,0.2646,0.6757,"1555","1312478","844","647",2280,6310,0.488,0.512,0.2238,0.3659,0.3564,0.0539,13,6,7,6,3,1565,68.31,1182.62,427.32
"高雄市","仁武區大灣里",2580081,10407,3871,0.0517,0.2581,0.6903,"936","711370","760","577",1820,4330,0.4845,0.5155,0.1901,0.3649,0.3813,0.0637,8,1,7,3,1,1158,62.59,1417.63,595.86
"高雄市","仁武區高楠里",620490,10407,1740,0.0305,0.1759,0.7937,"465","281408","605","486",762,1894,0.4789,0.5211,0.1468,0.3252,0.3801,0.1478,1,0,1,1,2,427,55.74,814.29,327.61
"高雄市","仁武區後安里",842651,10407,2624,0.0278,0.1795,0.7927,"653","425875","652","536",1111,2991,0.4858,0.5142,0.2009,0.3293,0.3678,0.102,4,1,3,1,1,668,59.91,758.46,281.73
"高雄市","仁武區考潭里",1286854,10407,2755,0.0581,0.2149,0.727,"734","598880","816","564",1159,3029,0.4813,0.5187,0.1552,0.313,0.4077,0.1241,0,0,0,3,3,733,62.86,1110.31,424.84
"高雄市","仁武區仁慈里",1032790,10407,2112,0.0933,0.312,0.5947,"689","685209","994","723",921,2397,0.499,0.501,0.2023,0.3229,0.3892,0.0855,3,1,2,3,1,644,69.92,1121.38,430.87
"高雄市","仁武區仁福里",152025,10407,877,0.0239,0.1881,0.7879,"162","114061","704","475",339,960,0.4854,0.5146,0.1667,0.3198,0.3823,0.1312,2,0,2,0,0,198,58.93,448.45,158.36
"高雄市","仁武區仁和里",1920512,10407,3732,0.0726,0.2712,0.6562,"1095","1006435","919","698",1537,4405,0.4915,0.5085,0.2384,0.3405,0.3562,0.0649,8,4,4,7,4,1071,69.68,1249.52,435.98
"高雄市","仁武區仁武里",2832516,10407,5526,0.0483,0.2251,0.7266,"1541","1141468","741","570",2374,6300,0.481,0.519,0.2029,0.3294,0.3717,0.096,9,8,1,7,1,1470,61.45,1193.14,449.61
"高雄市","仁武區灣內里",3829918,10407,7049,0.0542,0.2505,0.6953,"1830","1550630","847","640",3058,8133,0.499,0.501,0.2307,0.3631,0.3529,0.0534,9,4,5,9,1,2035,65.54,1252.43,470.91
"高雄市","仁武區文武里",4647326,10407,8816,0.0405,0.221,0.7385,"2440","1878932","770","599",3666,10416,0.4918,0.5082,0.2403,0.3388,0.3496,0.0713,10,6,4,9,3,2413,65.36,1267.68,446.17
"高雄市","仁武區烏林里",896380,10407,3959,0.0283,0.1836,0.7881,"945","583718","618","509",1333,4539,0.4957,0.5043,0.2082,0.3386,0.354,0.0991,9,5,4,1,2,802,60.26,672.45,197.48
"高雄市","仁武區五和里",1842536,10407,4225,0.0374,0.2284,0.7342,"1092","812623","744","599",1822,4818,0.4815,0.5185,0.2111,0.3651,0.3593,0.0645,9,4,5,5,1,1181,64.29,1011.27,382.43
"高雄市","仁武區中華里",608196,10407,1725,0.0214,0.1733,0.8052,"369","219858","596","487",824,1859,0.4664,0.5336,0.1587,0.3163,0.4196,0.1054,2,2,0,1,1,400,48.54,738.1,327.16
"高雄市","仁武區竹後里",1203452,10407,2294,0.0275,0.1883,0.7842,"600","417219","695","548",1023,2494,0.4848,0.5152,0.1664,0.3103,0.3998,0.1235,5,3,2,2,0,605,58.97,1176.39,482.54
"高雄市","三民區安邦里",1602618,10407,4008,0.0831,0.2532,0.6637,"1191","1034704","869","622",1896,4438,0.4799,0.5201,0.1604,0.2794,0.4042,0.1559,10,4,6,4,2,1029,53.96,845.26,361.11
"高雄市","三民區安東里",1681758,10407,3040,0.098,0.2875,0.6145,"1075","1015027","944","635",1258,3415,0.5083,0.4917,0.1889,0.282,0.3678,0.1613,5,0,5,2,0,822,64.98,1336.85,492.46
"高雄市","三民區安發里",2033147,10407,4749,0.0905,0.3036,0.6058,"1491","1401751","940","606",2104,5458,0.5295,0.4705,0.2056,0.3142,0.3917,0.0885,4,2,2,4,7,1273,60.45,966.32,372.51
"高雄市","三民區安和里",1642126,10407,2609,0.0816,0.2626,0.6558,"838","743338","887","587",1069,2938,0.4983,0.5017,0.1729,0.2968,0.3805,0.1498,2,1,1,2,1,637,59.37,1536.13,558.93
"高雄市","三民區安吉里",2366698,10407,4888,0.0802,0.2694,0.6504,"1465","1336213","912","625",2309,5628,0.527,0.473,0.2045,0.3022,0.3953,0.0979,4,2,2,7,3,1275,54.96,1024.99,420.52
"高雄市","三民區安康里",1066596,10407,3021,0.0311,0.1576,0.8113,"608","370066","609","510",1405,3378,0.4911,0.5089,0.1717,0.2721,0.3993,0.1569,5,5,0,1,1,634,45.16,759.14,315.75
