"YM","CODEBASE","kW"
10507,"A6302-0827-00",174
10506,"A6302-0827-00",211016
10506,"A6302-0828-00",61630
10507,"A6302-0829-00",137598
10507,"A6302-0830-00",13200
10506,"A6302-0830-00",58924
10507,"A6302-0831-00",108698
10507,"A6302-0832-00",133415
10506,"A6302-0832-00",241
10507,"A6302-0833-00",91683
10506,"A6302-0833-00",16096
10506,"A6302-0834-00",36461
10507,"A6302-0835-00",81505
10506,"A6302-0836-00",75682
10507,"A6302-0837-00",1268
10506,"A6302-0837-00",135420
10506,"A6302-0838-00",69638
10507,"A6302-0839-00",155275
10507,"A6302-0840-00",83470
10506,"A6302-0840-00",10974
10507,"A6302-0841-00",83793
10506,"A6302-0843-00",85829
10507,"A6302-0844-00",132651
10507,"A6302-0845-00",92684
10507,"A6302-0846-00",244400
10506,"A6302-0846-00",694
10507,"A6302-0847-00",118247
10507,"A6302-0848-00",162
10506,"A6302-0848-00",29279
10507,"A6302-0850-00",110535
10506,"A6302-0850-00",1826
10507,"A6302-0851-00",132896
10506,"A6302-0852-00",58761
10507,"A6302-0854-00",5490
10506,"A6302-0854-00",186500
10507,"A6302-0855-00",15938
10506,"A6302-0855-00",144561
10507,"A6302-0856-00",74950
10507,"A6302-0857-00",176502
10507,"A6302-0858-00",128063
10506,"A6302-0858-00",20
10506,"A6302-0859-00",8409
10506,"A6302-0860-00",54902
10507,"A6302-0861-00",158407
10506,"A6302-0861-00",655
10507,"A6302-0862-00",101311
10506,"A6302-0862-00",2658
10506,"A6302-0863-00",39881
10507,"A6302-0864-00",56236
10507,"A6302-0865-00",79978
10507,"A6302-0867-00",42472
10507,"A6302-0868-00",178955
10507,"A6302-0869-00",89796
10506,"A6302-0870-00",59432
10506,"A6302-0871-00",66386
10507,"A6302-0872-00",9456
10506,"A6302-0872-00",75843
10507,"A6302-0873-00",25282
10506,"A6302-0873-00",85715
10507,"A6302-0874-00",158678
10506,"A6302-0874-00",787
10507,"A6302-0876-00",313
10506,"A6302-0876-00",61761
10507,"A6302-0877-00",18115
10507,"A6302-0878-00",5948
10506,"A6302-0878-00",85227
10507,"A6302-0879-00",3283
10506,"A6302-0879-00",97796
10506,"A6302-0880-00",44192
10506,"A6302-0881-00",25411
10507,"A6302-0882-00",12899
10506,"A6302-0882-00",128914
10507,"A6302-0883-00",205
10506,"A6302-0883-00",154376
10506,"A6302-0884-00",81836
10507,"A6302-0885-00",4160
10506,"A6302-0885-00",86505
10507,"A6302-0886-00",112682
10506,"A6302-0886-00",658
10506,"A6302-0887-00",84995
10506,"A6302-0888-00",93018
10507,"A6302-0889-00",472
10506,"A6302-0889-00",53788
10506,"A6302-0890-00",31841
10506,"A6302-0891-00",45042
10507,"A6302-0892-00",46
10506,"A6302-0892-00",53878
10507,"A6302-0893-00",0
10506,"A6302-0893-00",50341
10507,"A6302-0894-00",93882
10507,"A6302-0895-00",121262
10506,"A6302-0895-00",80
10507,"A6302-0896-00",8049
10506,"A6302-0896-00",140921
10507,"A6302-0897-00",7287
10507,"A6302-0898-00",19137
10507,"A6302-0899-00",1920
10506,"A6302-0899-00",115369
10507,"A6302-0901-00",140639
10506,"A6302-0901-00",4925
10507,"A6302-0902-00",108712
10506,"A6302-0902-00",4103
10507,"A6303-0001-00",15827
10506,"A6303-0001-00",219228
10507,"A6303-0002-00",310754
10506,"A6303-0002-00",564
10507,"A6303-0003-00",172621
10506,"A6303-0003-00",23
10507,"A6303-0004-00",173693
10507,"A6303-0005-00",5255
10506,"A6303-0005-00",66649
10507,"A6303-0006-00",151783
10507,"A6303-0007-00",3917
10506,"A6303-0007-00",117735
10507,"A6303-0008-00",105454
10507,"A6303-0009-00",212838
10507,"A6303-0010-00",18262
10506,"A6303-0010-00",76653
10507,"A6303-0011-00",8793
10506,"A6303-0011-00",56617
10507,"A6303-0012-00",138491
10506,"A6303-0012-00",2202
10507,"A6303-0013-00",108523
10507,"A6303-0014-00",17126
10506,"A6303-0014-00",170086
10507,"A6303-0015-00",136720
10507,"A6303-0016-00",166840
10507,"A6303-0017-00",92556
10507,"A6303-0018-00",628217
10506,"A6303-0018-00",260
10507,"A6303-0019-00",160216
10507,"A6303-0020-00",421206
10506,"A6303-0020-00",40377
10507,"A6303-0021-00",60099
10507,"A6303-0022-00",155042
10507,"A6303-0023-00",43114
10507,"A6303-0024-00",224710
10507,"A6303-0025-00",293793
10506,"A6303-0025-00",95926
10507,"A6303-0026-00",81981
10507,"A6303-0027-00",146211
10506,"A6303-0027-00",40
10506,"A6303-0028-00",80130
10507,"A6303-0030-00",31209
10506,"A6303-0030-00",61632
10507,"A6303-0031-00",162113
10507,"A6303-0032-00",169476
10506,"A6303-0032-00",51
10507,"A6303-0033-00",165009
10507,"A6303-0034-00",129683
10507,"A6303-0035-00",199688
10506,"A6303-0035-00",105
10507,"A6303-0036-00",270334
10506,"A6303-0036-00",2188
10507,"A6303-0037-00",251421
10506,"A6303-0037-00",1520
10507,"A6303-0038-00",58635
10507,"A6303-0039-00",244825
10506,"A6303-0039-00",5187
10507,"A6303-0040-00",281691
10507,"A6303-0041-00",246655
10506,"A6303-0041-00",1853
10507,"A6303-0042-00",286309
10506,"A6303-0042-00",28591
10507,"A6303-0043-00",201262
10507,"A6303-0044-00",911311
10506,"A6303-0044-00",32029
10507,"A6303-0045-00",166937
10506,"A6303-0045-00",874
10507,"A6303-0046-00",92977
10506,"A6303-0046-00",286
10507,"A6303-0047-00",64276
10506,"A6303-0047-00",318646
10507,"A6303-0048-00",134434
10506,"A6303-0048-00",947
10507,"A6303-0049-00",111017
10507,"A6303-0050-00",248391
10506,"A6303-0050-00",271704
10507,"A6303-0051-00",413145
10506,"A6303-0051-00",1160
10507,"A6303-0052-00",140978
10506,"A6303-0052-00",212688
10507,"A6303-0053-00",91027
10507,"A6303-0054-00",89182
10506,"A6303-0054-00",40
10507,"A6303-0055-00",6834
10506,"A6303-0055-00",88232
10507,"A6303-0056-00",120444
10507,"A6303-0057-00",238848
10507,"A6303-0058-00",323204
10507,"A6303-0059-00",32730
10506,"A6303-0059-00",84897
10507,"A6303-0060-00",304582
10507,"A6303-0061-00",219870
10507,"A6303-0062-00",22566
10506,"A6303-0062-00",110907
10507,"A6303-0063-00",216985
10507,"A6303-0064-00",94798
10506,"A6303-0064-00",2398
10507,"A6303-0065-00",101118
10507,"A6303-0066-00",58202
10507,"A6303-0067-00",188565
10506,"A6303-0067-00",254
10507,"A6303-0068-00",105674
10507,"A6303-0069-00",328985
10507,"A6303-0070-00",287606
10506,"A6303-0070-00",80
10507,"A6303-0071-00",29861
10506,"A6303-0071-00",111305
10507,"A6303-0072-00",104972
10506,"A6303-0072-00",2035
10507,"A6303-0073-00",96075
10507,"A6303-0074-00",18582
10506,"A6303-0074-00",81862
10507,"A6303-0075-00",309127
10507,"A6303-0076-00",374966
10506,"A6303-0076-00",3212
10507,"A6303-0077-00",62700
10507,"A6303-0078-00",204078
10507,"A6303-0079-00",325314
10506,"A6303-0079-00",251
10507,"A6303-0080-00",404251
10507,"A6303-0081-00",351021
10506,"A6303-0081-00",98
10507,"A6303-0082-00",122752
10506,"A6303-0082-00",1481
10507,"A6303-0083-00",113996
10507,"A6303-0084-00",185197
10507,"A6303-0085-00",402020
10506,"A6303-0085-00",1780
10507,"A6303-0087-00",132270
10506,"A6303-0087-00",261411
10507,"A6303-0088-00",21189
10506,"A6303-0088-00",64912
10507,"A6303-0089-00",75955
10507,"A6303-0090-00",114692
10506,"A6303-0090-00",712
10507,"A6303-0091-00",189411
10506,"A6303-0091-00",1349
10507,"A6303-0092-00",82013
10506,"A6303-0092-00",4840
10507,"A6303-0093-00",101723
10507,"A6303-0094-00",384561
10506,"A6303-0094-00",1686
10507,"A6303-0095-00",76218
10506,"A6303-0095-00",214707
10507,"A6303-0096-00",265852
10507,"A6303-0097-00",184211
10506,"A6303-0097-00",2482
10507,"A6303-0098-00",340331
10506,"A6303-0098-00",2241
10507,"A6303-0099-00",422185
10506,"A6303-0099-00",350
10507,"A6303-0100-00",329116
10506,"A6303-0100-00",2781
10507,"A6303-0101-00",177727
10507,"A6303-0102-00",355105
10507,"A6303-0103-00",31967
10506,"A6303-0103-00",108899
10507,"A6303-0104-00",20548
10506,"A6303-0104-00",79873
10507,"A6303-0105-00",117536
10507,"A6303-0106-00",111408
10506,"A6303-0106-00",40
10507,"A6303-0107-00",54786
10506,"A6303-0107-00",150264
10507,"A6303-0108-00",696064
10506,"A6303-0108-00",1613
10507,"A6303-0109-00",262547
10506,"A6303-0109-00",26004
10507,"A6303-0110-00",407064
10506,"A6303-0110-00",1627
10507,"A6303-0111-00",304795
10506,"A6303-0111-00",40
10507,"A6303-0112-00",171715
10506,"A6303-0112-00",985
10507,"A6303-0113-00",181220
10506,"A6303-0113-00",240145
10507,"A6303-0114-00",264031
10506,"A6303-0114-00",4755
10507,"A6303-0115-00",127451
10507,"A6303-0116-00",295829
10506,"A6303-0116-00",11492
10507,"A6303-0117-00",60339
10506,"A6303-0117-00",79667
10507,"A6303-0118-00",200723
10507,"A6303-0119-00",40
10506,"A6303-0119-00",4587
10507,"A6303-0120-00",245466
10506,"A6303-0120-00",1030
10507,"A6303-0121-00",465110
10506,"A6303-0121-00",17410
10507,"A6303-0122-00",289265
10506,"A6303-0122-00",45280
10507,"A6303-0123-00",606305
10507,"A6303-0124-00",300305
10506,"A6303-0124-00",27092
10507,"A6303-0125-00",311068
10506,"A6303-0125-00",271
10507,"A6303-0126-00",369303
10506,"A6303-0126-00",171
10507,"A6303-0127-00",501921
10506,"A6303-0127-00",80
10507,"A6303-0128-00",195796
10507,"A6303-0129-00",366273
10506,"A6303-0129-00",468424
10507,"A6303-0130-00",70891
10506,"A6303-0130-00",200044
10507,"A6303-0131-00",131407
10506,"A6303-0131-00",192673
10507,"A6303-0132-00",209687
10506,"A6303-0132-00",4473
10507,"A6303-0133-00",319816
10506,"A6303-0133-00",14638
10507,"A6303-0134-00",90763
10507,"A6303-0135-00",309490
10506,"A6303-0135-00",8110
10507,"A6303-0136-00",95958
10506,"A6303-0136-00",212203
10507,"A6303-0137-00",360885
10506,"A6303-0137-00",226165
10507,"A6303-0138-00",697251
10506,"A6303-0138-00",9731
10507,"A6303-0139-00",25833
10507,"A6303-0140-00",43476
10506,"A6303-0140-00",182728
10507,"A6303-0141-00",31941
10507,"A6303-0142-00",76427
10506,"A6303-0142-00",343
10507,"A6303-0143-00",88064
10506,"A6303-0143-00",156761
10507,"A6303-0144-00",252704
10506,"A6303-0144-00",5280
10507,"A6303-0145-00",451471
10506,"A6303-0145-00",12531
10507,"A6303-0146-00",855059
10506,"A6303-0146-00",8932
10507,"A6303-0147-00",587612
10506,"A6303-0147-00",403
10507,"A6303-0148-00",276269
10506,"A6303-0148-00",630
10507,"A6303-0149-00",574048
10506,"A6303-0149-00",1079
10507,"A6303-0150-00",19740
10507,"A6303-0151-00",57382
10506,"A6303-0151-00",85856
10507,"A6303-0152-00",9226
10506,"A6303-0152-00",115013
10507,"A6303-0153-00",26962
10506,"A6303-0153-00",129885
10507,"A6303-0154-00",39332
10506,"A6303-0154-00",109398
10507,"A6303-0155-00",78264
10506,"A6303-0155-00",103992
10507,"A6303-0156-00",319984
10506,"A6303-0156-00",1128
10507,"A6303-0157-00",237439
10506,"A6303-0157-00",665
10507,"A6303-0158-00",67890
10507,"A6303-0159-00",59885
10507,"A6303-0160-00",145671
10506,"A6303-0160-00",1519
10507,"A6303-0161-00",172678
10507,"A6303-0162-00",84217
10506,"A6303-0162-00",135428
10507,"A6303-0163-00",268306
10506,"A6303-0163-00",815
10507,"A6303-0164-00",81458
10506,"A6303-0164-00",249676
10507,"A6303-0165-00",94462
10506,"A6303-0165-00",202929
10507,"A6303-0166-00",206805
10506,"A6303-0166-00",231236
10507,"A6303-0167-00",186823
10506,"A6303-0167-00",670
10507,"A6303-0168-00",365905
10507,"A6303-0169-00",246109
10507,"A6303-0170-00",364238
10506,"A6303-0170-00",40
10507,"A6303-0171-00",30335
10506,"A6303-0171-00",142971
10507,"A6303-0172-00",296028
10506,"A6303-0172-00",59
10507,"A6303-0173-00",635938
10506,"A6303-0173-00",35018
10507,"A6303-0174-00",399696
10506,"A6303-0174-00",2791
10507,"A6303-0175-00",18746
10506,"A6303-0175-00",230491
10507,"A6303-0176-00",94865
10506,"A6303-0176-00",305242
10507,"A6303-0177-00",80309
10506,"A6303-0177-00",162007
10507,"A6303-0178-00",220025
10507,"A6303-0179-00",52532
10506,"A6303-0179-00",141680
10507,"A6303-0180-00",113234
10506,"A6303-0180-00",178
10507,"A6303-0181-00",117918
10507,"A6303-0182-00",23276
10507,"A6303-0183-00",158072
10507,"A6303-0184-00",177094
10506,"A6303-0184-00",9545
10507,"A6303-0185-00",199281
10506,"A6303-0185-00",259
10507,"A6303-0186-00",157135
10506,"A6303-0186-00",817
10507,"A6303-0187-00",125055
10506,"A6303-0187-00",215
10507,"A6303-0188-00",353624
10507,"A6303-0189-00",40742
10506,"A6303-0189-00",290638
10507,"A6303-0190-00",432027
10506,"A6303-0190-00",787
10507,"A6303-0191-00",217310
10506,"A6303-0191-00",107
10507,"A6303-0192-00",253058
10507,"A6303-0193-00",71796
10506,"A6303-0193-00",85598
10507,"A6303-0194-00",76160
10506,"A6303-0194-00",142716
10507,"A6303-0195-00",67524
10507,"A6303-0196-00",21678
10506,"A6303-0196-00",116444
10507,"A6303-0197-00",73862
10506,"A6303-0197-00",156467
10507,"A6303-0198-00",167198
10506,"A6303-0198-00",453
10507,"A6303-0199-00",175798
10507,"A6303-0200-00",183425
10506,"A6303-0200-00",11355
10507,"A6303-0201-00",65960
10506,"A6303-0201-00",210948
10507,"A6303-0202-00",167362
10506,"A6303-0202-00",2554
10507,"A6303-0203-00",15635
10506,"A6303-0203-00",408511
10507,"A6303-0204-00",283323
10506,"A6303-0204-00",2003
10507,"A6303-0205-00",194207
10507,"A6303-0206-00",139490
10507,"A6303-0207-00",291364
10507,"A6303-0208-00",53173
10507,"A6303-0209-00",232245
10506,"A6303-0209-00",497
10507,"A6303-0210-00",167447
10506,"A6303-0210-00",271283
10507,"A6303-0211-00",24800
10506,"A6303-0211-00",121285
10507,"A6303-0212-00",91315
10507,"A6303-0213-00",83876
10507,"A6303-0214-00",71725
10506,"A6303-0214-00",358040
10507,"A6303-0215-00",125685
10506,"A6303-0215-00",361
10507,"A6303-0217-00",523219
10506,"A6303-0217-00",37219
10507,"A6303-0218-00",102293
10506,"A6303-0218-00",3716
10507,"A6303-0219-00",851339
10506,"A6303-0219-00",5802
10507,"A6303-0220-00",232070
10506,"A6303-0220-00",88
10507,"A6303-0221-00",111924
10507,"A6303-0222-00",141240
10506,"A6303-0222-00",1191
10507,"A6303-0223-00",213108
10507,"A6303-0224-00",237337
10506,"A6303-0224-00",1705
10507,"A6303-0225-00",661
10506,"A6303-0225-00",128938
10507,"A6303-0226-00",208862
10507,"A6303-0227-00",33401
10506,"A6303-0227-00",154819
10507,"A6303-0228-00",42714
10506,"A6303-0228-00",109191
10507,"A6303-0229-00",710228
10506,"A6303-0229-00",1976
10507,"A6303-0230-00",8480
10506,"A6303-0230-00",119650
10507,"A6303-0231-00",174451
10506,"A6303-0231-00",1250
10507,"A6303-0232-00",62917
10506,"A6303-0232-00",232173
10507,"A6303-0233-00",905777
10506,"A6303-0233-00",8931
10507,"A6303-0234-00",107343
10506,"A6303-0234-00",150945
10507,"A6303-0235-00",157304
10506,"A6303-0235-00",795
10507,"A6303-0236-00",33520
10506,"A6303-0236-00",162429
10507,"A6303-0237-00",113124
10506,"A6303-0237-00",125133
10507,"A6303-0238-00",160020
10506,"A6303-0238-00",1191
10507,"A6303-0239-00",131181
10506,"A6303-0239-00",1517
10507,"A6303-0240-00",33527
10506,"A6303-0240-00",123794
10507,"A6303-0241-00",192234
10507,"A6303-0242-00",130082
10507,"A6303-0243-00",132958
10507,"A6303-0244-00",200118
10507,"A6303-0245-00",110959
10506,"A6303-0245-00",848
10507,"A6303-0246-00",309005
10506,"A6303-0246-00",9118
10507,"A6303-0247-00",151849
10506,"A6303-0247-00",307
10507,"A6303-0248-00",27850
10506,"A6303-0248-00",189222
10507,"A6303-0249-00",170058
10506,"A6303-0249-00",866
10507,"A6303-0250-00",20320
10506,"A6303-0250-00",126709
10507,"A6303-0251-00",395605
10506,"A6303-0251-00",38372
10507,"A6303-0252-00",165648
10506,"A6303-0252-00",1354
10507,"A6303-0253-00",141275
10506,"A6303-0253-00",160733
10507,"A6303-0254-00",150649
10506,"A6303-0254-00",269749
10507,"A6303-0255-00",417841
10507,"A6303-0256-00",36715
10506,"A6303-0256-00",256449
10507,"A6303-0257-00",48881
10506,"A6303-0257-00",97504
10507,"A6303-0258-00",394179
10506,"A6303-0258-00",24803
10507,"A6303-0259-00",218661
10506,"A6303-0259-00",199
10507,"A6303-0260-00",295478
10506,"A6303-0260-00",24841
10507,"A6303-0261-00",244897
10507,"A6303-0262-00",377473
10506,"A6303-0262-00",700
10507,"A6303-0263-00",374005
10506,"A6303-0263-00",1799
10507,"A6303-0264-00",25858
10506,"A6303-0264-00",82508
10507,"A6303-0265-00",15110
10506,"A6303-0265-00",218096
10507,"A6303-0266-00",35900
10506,"A6303-0266-00",155743
10507,"A6303-0267-00",31105
10506,"A6303-0267-00",57676
10507,"A6303-0268-00",30791
10506,"A6303-0268-00",147627
10507,"A6303-0269-00",45388
10506,"A6303-0269-00",250216
10507,"A6303-0270-00",94493
10506,"A6303-0270-00",153183
10507,"A6303-0271-00",12000
10506,"A6303-0271-00",45724
10507,"A6303-0272-00",13830
10506,"A6303-0272-00",73418
10507,"A6303-0273-00",17368
10506,"A6303-0273-00",93169
10507,"A6303-0274-00",456305
10506,"A6303-0274-00",17572
10507,"A6303-0275-00",221346
10506,"A6303-0275-00",20238
10507,"A6303-0276-00",60151
10506,"A6303-0276-00",469883
10507,"A6303-0277-00",135107
10506,"A6303-0277-00",309273
10507,"A6303-0278-00",93300
10506,"A6303-0278-00",155317
10507,"A6303-0279-00",129339
10506,"A6303-0279-00",550623
10507,"A6303-0281-00",70570
10506,"A6303-0281-00",115059
10507,"A6303-0283-00",800
10506,"A6303-0283-00",96393
10507,"A6303-0284-00",23896
10506,"A6303-0284-00",81954
10507,"A6303-0285-00",243038
10506,"A6303-0285-00",1050
10507,"A6303-0286-00",61886
10506,"A6303-0286-00",121817
10507,"A6303-0287-00",36090
10506,"A6303-0287-00",120128
10507,"A6303-0288-00",347761
10506,"A6303-0288-00",1380
10507,"A6303-0289-00",4080
10506,"A6303-0289-00",76281
10507,"A6303-0290-00",43297
10506,"A6303-0290-00",166083
10506,"A6303-0291-00",43791
10507,"A6303-0292-00",1432
10506,"A6303-0292-00",29990
10507,"A6303-0293-00",151622
10506,"A6303-0293-00",608
10507,"A6303-0294-00",78730
10507,"A6303-0295-00",111915
10507,"A6303-0296-00",25240
10506,"A6303-0296-00",132594
10507,"A6303-0297-00",2011
10506,"A6303-0297-00",129552
10507,"A6303-0298-00",21513
10506,"A6303-0298-00",146365
10507,"A6303-0299-00",167458
10506,"A6303-0299-00",3980
10507,"A6303-0300-00",27038
10506,"A6303-0300-00",123364
10507,"A6303-0302-00",3560
10506,"A6303-0302-00",53967
10507,"A6303-0303-00",49900
10506,"A6303-0303-00",133044
10507,"A6303-0304-00",4800
10506,"A6303-0304-00",73301
10506,"A6303-0305-00",64182
10507,"A6303-0306-00",59301
10506,"A6303-0306-00",137408
10507,"A6303-0307-00",22439
10506,"A6303-0307-00",107815
10507,"A6303-0308-00",9960
10506,"A6303-0308-00",105524
10507,"A6303-0309-00",183828
10507,"A6303-0310-00",156278
10506,"A6303-0310-00",1840
10507,"A6303-0311-00",27792
10506,"A6303-0311-00",40
10507,"A6303-0312-00",60194
10506,"A6303-0312-00",324756
10507,"A6303-0313-00",19356
10506,"A6303-0313-00",135244
10506,"A6303-0314-00",50801
10507,"A6303-0315-00",40
10506,"A6303-0315-00",92685
10507,"A6303-0316-00",28057
10506,"A6303-0316-00",105503
10507,"A6303-0317-00",39918
10506,"A6303-0317-00",73294
10507,"A6303-0318-00",17640
10506,"A6303-0318-00",136918
10507,"A6303-0319-00",19121
10506,"A6303-0319-00",138840
10507,"A6303-0320-00",60874
10506,"A6303-0320-00",220708
10507,"A6303-0321-00",38756
10506,"A6303-0321-00",94595
10507,"A6303-0322-00",68971
10507,"A6303-0323-00",189142
10506,"A6303-0324-00",52854
10507,"A6303-0325-00",146402
10506,"A6303-0325-00",367
10507,"A6303-0326-00",50415
10507,"A6303-0327-00",236261
10507,"A6303-0328-00",301962
10506,"A6303-0328-00",214
10507,"A6303-0329-00",176398
10507,"A6303-0330-00",4440
10506,"A6303-0330-00",65355
10507,"A6303-0331-00",976
10506,"A6303-0331-00",173420
10507,"A6303-0332-00",8143
10506,"A6303-0332-00",70065
10507,"A6303-0333-00",648
10506,"A6303-0333-00",117562
10507,"A6303-0334-00",6300
10506,"A6303-0334-00",65094
10507,"A6303-0335-00",32466
10506,"A6303-0335-00",169283
10506,"A6303-0336-00",40708
10507,"A6303-0337-00",29673
10506,"A6303-0337-00",127277
10507,"A6303-0338-00",34442
10506,"A6303-0338-00",161165
10507,"A6303-0339-00",9591
10506,"A6303-0339-00",160000
10507,"A6303-0340-00",3716
10506,"A6303-0340-00",132787
10507,"A6303-0341-00",19574
10506,"A6303-0341-00",56493
10507,"A6303-0342-00",34944
10506,"A6303-0342-00",115293
10507,"A6303-0343-00",54045
10506,"A6303-0344-00",137314
10507,"A6303-0345-00",133197
10507,"A6303-0346-00",97948
10506,"A6303-0346-00",1554
10507,"A6303-0347-00",26843
10506,"A6303-0347-00",164644
10507,"A6303-0348-00",3986
10506,"A6303-0348-00",96872
10507,"A6303-0349-00",7890
10506,"A6303-0349-00",82186
10507,"A6303-0350-00",109780
10506,"A6303-0350-00",9664
10507,"A6303-0351-00",1520
10506,"A6303-0351-00",77886
10507,"A6303-0352-00",1814
10506,"A6303-0352-00",153919
10507,"A6303-0353-00",163166
10506,"A6303-0354-00",53054
10507,"A6303-0355-00",20905
10506,"A6303-0355-00",165785
10507,"A6303-0356-00",7400
10506,"A6303-0356-00",101663
10507,"A6303-0357-00",26760
10506,"A6303-0357-00",91441
10507,"A6303-0358-00",67219
10506,"A6303-0358-00",208902
10507,"A6303-0359-00",3400
10506,"A6303-0359-00",123959
10507,"A6303-0360-00",11381
10506,"A6303-0360-00",68736
10507,"A6303-0361-00",71791
10506,"A6303-0361-00",159421
10507,"A6303-0362-00",42360
10506,"A6303-0362-00",33461
10507,"A6303-0363-00",74816
10507,"A6303-0364-00",90640
10506,"A6303-0364-00",14614
10507,"A6303-0365-00",135211
10507,"A6303-0366-00",178350
10507,"A6303-0367-00",3188
10506,"A6303-0367-00",98064
10507,"A6303-0368-00",145392
10506,"A6303-0368-00",332
10507,"A6303-0369-00",66953
10507,"A6303-0370-00",69710
10507,"A6303-0371-00",4640
