"YM","CODEBASE","kW"
10506,"A6311-0242-00",100433
10506,"A6311-0243-00",54176
10507,"A6311-0244-00",18103
10506,"A6311-0244-00",107616
10506,"A6311-0245-00",81238
10507,"A6311-0246-00",2520
10506,"A6311-0246-00",117221
10507,"A6311-0247-00",54661
10506,"A6311-0247-00",92920
10506,"A6311-0248-00",35447
10507,"A6311-0249-00",40
10506,"A6311-0249-00",42471
10507,"A6311-0251-00",19572
10506,"A6311-0251-00",81659
10507,"A6311-0252-00",48959
10506,"A6311-0252-00",49967
10506,"A6311-0253-00",47422
10507,"A6311-0254-00",8011
10506,"A6311-0254-00",81484
10507,"A6311-0255-00",1166
10506,"A6311-0255-00",48032
10507,"A6311-0256-00",2600
10506,"A6311-0256-00",100953
10506,"A6311-0257-00",50628
10507,"A6311-0258-00",11840
10506,"A6311-0258-00",79545
10507,"A6311-0259-00",0
10506,"A6311-0259-00",40826
10507,"A6311-0260-00",65458
10506,"A6311-0260-00",128734
10507,"A6311-0261-00",15400
10506,"A6311-0261-00",84007
10506,"A6311-0262-00",70409
10507,"A6311-0264-00",18301
10506,"A6311-0264-00",105518
10507,"A6311-0265-00",9837
10506,"A6311-0265-00",97402
10507,"A6311-0266-00",31200
10506,"A6311-0266-00",73267
10506,"A6311-0267-00",56291
10507,"A6311-0268-00",1160
10506,"A6311-0268-00",60257
10507,"A6311-0269-00",1040
10506,"A6311-0269-00",57083
10507,"A6311-0270-00",5002
10506,"A6311-0270-00",118965
10507,"A6311-0271-00",3720
10506,"A6311-0271-00",48027
10507,"A6311-0272-00",0
10506,"A6311-0272-00",95366
10507,"A6311-0273-00",15606
10506,"A6311-0273-00",74795
10506,"A6311-0274-00",68414
10507,"A6311-0275-00",5840
10506,"A6311-0275-00",52178
10507,"A6311-0276-00",1605
10506,"A6311-0276-00",51250
10506,"A6311-0277-00",78325
10506,"A6311-0278-00",50100
10507,"A6311-0279-00",40
10506,"A6311-0279-00",84074
10507,"A6311-0280-00",240
10506,"A6311-0280-00",255311
10507,"A6311-0281-00",8079
10506,"A6311-0281-00",144646
10507,"A6311-0282-00",9562
10506,"A6311-0282-00",82748
10506,"A6311-0283-00",41719
10506,"A6311-0284-00",27318
10507,"A6311-0285-00",6080
10506,"A6311-0285-00",45779
10507,"A6311-0286-00",1640
10506,"A6311-0286-00",97559
10506,"A6311-0287-00",72997
10506,"A6311-0288-00",30465
10506,"A6311-0289-00",39942
10507,"A6311-0290-00",7062
10506,"A6311-0290-00",117400
10506,"A6311-0291-00",46575
10507,"A6311-0292-00",17126
10506,"A6311-0292-00",150851
10506,"A6311-0293-00",167073
10507,"A6311-0294-00",40
10506,"A6311-0294-00",66657
10506,"A6311-0296-00",63789
10507,"A6311-0297-00",47986
10506,"A6311-0297-00",144340
10506,"A6311-0298-00",45481
10506,"A6311-0299-00",70898
10506,"A6311-0300-00",62738
10507,"A6311-0301-00",12489
10506,"A6311-0301-00",61831
10507,"A6311-0302-00",3442
10506,"A6311-0302-00",50566
10507,"A6311-0303-00",0
10506,"A6311-0303-00",59911
10507,"A6311-0304-00",27306
10506,"A6311-0304-00",52419
10507,"A6311-0305-00",2602
10506,"A6311-0305-00",102989
10507,"A6311-0306-00",34591
10506,"A6311-0307-00",37931
10507,"A6311-0308-00",56848
10506,"A6311-0308-00",140292
10506,"A6311-0309-00",62063
10506,"A6311-0310-00",65541
10507,"A6311-0311-00",36510
10506,"A6311-0311-00",118270
10507,"A6311-0312-00",16023
10506,"A6311-0312-00",65093
10506,"A6311-0313-00",44735
10506,"A6311-0314-00",68333
10506,"A6311-0315-00",37610
10507,"A6311-0316-00",7747
10506,"A6311-0316-00",105096
10507,"A6311-0317-00",56160
10506,"A6311-0317-00",81496
10507,"A6311-0318-00",10000
10506,"A6311-0318-00",65591
10507,"A6311-0319-00",24444
10506,"A6311-0319-00",69295
10507,"A6311-0320-00",0
10506,"A6311-0320-00",45554
10506,"A6311-0321-00",46196
10507,"A6311-0322-00",8705
10506,"A6311-0322-00",88585
10507,"A6311-0323-00",50149
10506,"A6311-0323-00",147714
10507,"A6311-0324-00",15440
10506,"A6311-0324-00",75386
10507,"A6311-0325-00",1612
10506,"A6311-0325-00",92836
10507,"A6311-0326-00",152109
10506,"A6311-0326-00",28286
10507,"A6311-0327-00",6512
10506,"A6311-0327-00",74404
10507,"A6311-0328-00",1207
10506,"A6311-0328-00",98048
10506,"A6311-0329-00",38116
10507,"A6311-0330-00",4240
10506,"A6311-0330-00",173874
10507,"A6311-0331-00",15796
10506,"A6311-0331-00",68276
10506,"A6311-0332-00",39036
10507,"A6311-0333-00",2003
10506,"A6311-0333-00",47577
10507,"A6311-0334-00",96295
10507,"A6311-0335-00",2747
10506,"A6311-0335-00",100837
10506,"A6311-0336-00",65400
10507,"A6311-0337-00",177379
10507,"A6311-0338-00",22272
10506,"A6311-0338-00",156205
10507,"A6311-0339-00",40
10506,"A6311-0339-00",22461
10507,"A6311-0340-00",10380
10506,"A6311-0340-00",80101
10506,"A6311-0341-00",53826
10507,"A6311-0342-00",20599
10507,"A6311-0343-00",114655
10507,"A6311-0344-00",3198
10506,"A6311-0344-00",118586
10507,"A6311-0345-00",3040
10506,"A6311-0345-00",72842
10506,"A6311-0346-00",61716
10507,"A6311-0347-00",2172
10506,"A6311-0347-00",97820
10506,"A6311-0348-00",28545
10507,"A6311-0349-00",680
10506,"A6311-0349-00",68228
10506,"A6311-0350-00",105201
10507,"A6311-0351-00",26400
10506,"A6311-0351-00",1021
10506,"A6311-0352-00",101992
10507,"A6311-0353-00",4931
10506,"A6311-0353-00",135788
10506,"A6311-0354-00",71418
10507,"A6311-0356-00",112954
10506,"A6311-0357-00",37526
10507,"A6311-0358-00",7491
10506,"A6311-0358-00",139931
10507,"A6311-0359-00",1567
10506,"A6311-0359-00",195012
10507,"A6311-0360-00",2418
10506,"A6311-0360-00",80224
10506,"A6311-0361-00",61629
10506,"A6311-0362-00",35412
10507,"A6311-0363-00",12280
10506,"A6311-0363-00",30008
10506,"A6311-0364-00",46638
10507,"A6311-0365-00",1160
10506,"A6311-0365-00",73003
10506,"A6311-0366-00",105317
10506,"A6311-0367-00",71493
10507,"A6311-0368-00",3546
10506,"A6311-0368-00",117458
10507,"A6311-0369-00",828
10506,"A6311-0369-00",27548
10506,"A6311-0370-00",56807
10507,"A6311-0371-00",39545
10507,"A6311-0372-00",16301
10506,"A6311-0372-00",66400
10507,"A6311-0373-00",1726
10506,"A6311-0373-00",45389
10507,"A6311-0374-00",676
10506,"A6311-0374-00",68352
10507,"A6311-0375-00",46399
10506,"A6311-0375-00",5571
10506,"A6311-0376-00",46262
10507,"A6311-0378-00",17727
10506,"A6311-0378-00",88391
10506,"A6311-0379-00",76337
10506,"A6311-0380-00",83300
10507,"A6311-0381-00",5346
10506,"A6311-0381-00",46186
10506,"A6311-0382-00",45866
10507,"A6311-0383-00",44160
10506,"A6311-0383-00",125246
10507,"A6311-0384-00",15122
10506,"A6311-0384-00",107469
10507,"A6311-0385-00",76658
10507,"A6311-0386-00",1384
10506,"A6311-0386-00",55997
10506,"A6311-0387-00",85902
10506,"A6311-0388-00",60019
10507,"A6311-0389-00",52701
10506,"A6311-0389-00",42573
10507,"A6311-0390-00",90343
10506,"A6311-0391-00",42036
10507,"A6311-0392-00",438
10506,"A6311-0392-00",55519
10507,"A6311-0393-00",2186
10506,"A6311-0393-00",188590
10507,"A6311-0394-00",20640
10506,"A6311-0394-00",78071
10506,"A6311-0395-00",59942
10507,"A6311-0396-00",227144
10507,"A6311-0397-00",10237
10506,"A6311-0397-00",98715
10507,"A6311-0398-00",16947
10506,"A6311-0398-00",158307
10506,"A6311-0399-00",41313
10507,"A6311-0400-00",20649
10506,"A6311-0400-00",118196
10507,"A6311-0401-00",868
10506,"A6311-0401-00",92293
10507,"A6311-0402-00",28216
10506,"A6311-0402-00",174997
10507,"A6311-0403-00",9585
10506,"A6311-0403-00",109351
10507,"A6311-0404-00",165492
10507,"A6311-0405-00",8211
10506,"A6311-0405-00",75665
10507,"A6311-0406-00",729
10506,"A6311-0406-00",84775
10507,"A6311-0407-00",26906
10506,"A6311-0407-00",209106
10507,"A6311-0408-00",40
10506,"A6311-0408-00",126907
10507,"A6311-0409-00",151954
10507,"A6311-0410-00",45200
10506,"A6311-0410-00",123879
10507,"A6311-0411-00",275
10506,"A6311-0411-00",81472
10507,"A6311-0412-00",52006
10506,"A6311-0412-00",117525
10507,"A6311-0413-00",88508
10506,"A6311-0414-00",72707
10507,"A6311-0415-00",86457
10507,"A6311-0416-00",81204
10507,"A6311-0417-00",8184
10506,"A6311-0417-00",105987
10507,"A6311-0418-00",8624
10506,"A6311-0418-00",81805
10507,"A6311-0419-00",23372
10506,"A6311-0419-00",133767
10506,"A6311-0420-00",55702
10507,"A6311-0421-00",7638
10506,"A6311-0421-00",96286
10507,"A6311-0422-00",40113
10507,"A6311-0423-00",101046
10507,"A6311-0424-00",16963
10506,"A6311-0424-00",149264
10507,"A6311-0425-00",30455
10506,"A6311-0425-00",157734
10507,"A6311-0426-00",36853
10506,"A6311-0426-00",246231
10507,"A6311-0427-00",20897
10506,"A6311-0427-00",171738
10507,"A6311-0429-00",30878
10506,"A6311-0429-00",134482
10506,"A6311-0430-00",18354
10507,"A6311-0431-00",80
10507,"A6311-0432-00",12920
10506,"A6311-0432-00",84134
10507,"A6311-0433-00",1840
10506,"A6311-0433-00",99612
10506,"A6311-0434-00",41721
10506,"A6311-0435-00",25173
10506,"A6311-0436-00",40422
10507,"A6311-0437-00",2591
10506,"A6311-0437-00",134557
10507,"A6311-0438-00",130399
10507,"A6311-0439-00",136150
10506,"A6311-0440-00",62690
10507,"A6311-0441-00",45847
10506,"A6311-0441-00",79056
10507,"A6311-0442-00",65354
10506,"A6311-0442-00",232796
10506,"A6311-0443-00",31568
10506,"A6311-0444-00",65950
10507,"A6311-0445-00",228621
10507,"A6311-0446-00",114241
10506,"A6311-0446-00",40
10507,"A6311-0447-00",240
10506,"A6311-0447-00",31314
10507,"A6311-0448-00",1084
10506,"A6311-0448-00",48918
10507,"A6311-0449-00",96480
10506,"A6311-0449-00",308
10507,"A6311-0450-00",84342
10506,"A6311-0451-00",47843
10507,"A6311-0453-00",61221
10507,"A6311-0454-00",198417
10507,"A6311-0455-00",10127
10506,"A6311-0455-00",97414
10507,"A6311-0456-00",12040
10506,"A6311-0456-00",76135
10507,"A6311-0457-00",363
10506,"A6311-0457-00",89396
10507,"A6311-0458-00",26908
10506,"A6311-0458-00",133124
10506,"A6311-0459-00",51677
10506,"A6311-0460-00",67142
10507,"A6311-0461-00",6719
10506,"A6311-0461-00",24617
10507,"A6311-0462-00",3440
10506,"A6311-0462-00",49409
10507,"A6311-0463-00",93203
10506,"A6311-0463-00",40
10507,"A6311-0464-00",1410
10506,"A6311-0464-00",78251
10507,"A6311-0465-00",40
10506,"A6311-0465-00",91700
10507,"A6311-0466-00",270
10506,"A6311-0466-00",40029
10506,"A6311-0467-00",25440
10507,"A6311-0468-00",10310
10506,"A6311-0468-00",97333
10507,"A6311-0469-00",139390
10507,"A6311-0470-00",32880
10506,"A6311-0470-00",190376
10507,"A6311-0471-00",11320
10506,"A6311-0471-00",76822
10507,"A6311-0472-00",15502
10506,"A6311-0472-00",87721
10507,"A6311-0473-00",60927
10506,"A6311-0474-00",44126
10507,"A6311-0475-00",65061
10506,"A6311-0476-00",67260
10506,"A6311-0477-00",48544
10507,"A6311-0478-00",40
10506,"A6311-0478-00",53846
10507,"A6311-0479-00",94609
10506,"A6311-0480-00",115800
10507,"A6311-0481-00",158820
10506,"A6311-0481-00",34162
10507,"A6311-0482-00",549
10506,"A6311-0482-00",35305
10507,"A6311-0483-00",56526
10507,"A6311-0484-00",94116
10507,"A6311-0485-00",41306
10506,"A6311-0486-00",36137
10507,"A6311-0487-00",49580
10507,"A6311-0488-00",102171
10506,"A6311-0488-00",135409
10507,"A6311-0489-00",7183
10506,"A6311-0489-00",104162
10507,"A6311-0490-00",17036
10506,"A6311-0490-00",88515
10506,"A6311-0491-00",52367
10507,"A6311-0492-00",5440
10506,"A6311-0492-00",60028
10507,"A6311-0493-00",107194
10506,"A6311-0493-00",157
10507,"A6311-0494-00",128433
10506,"A6311-0495-00",117989
10506,"A6311-0496-00",52052
10506,"A6311-0497-00",81331
10507,"A6311-0498-00",40
10506,"A6311-0498-00",78205
10507,"A6311-0499-00",66293
10506,"A6311-0499-00",511
10506,"A6311-0500-00",49389
10506,"A6311-0501-00",63251
10507,"A6311-0502-00",10914
10506,"A6311-0502-00",77382
10507,"A6311-0503-00",2324
10506,"A6311-0503-00",61542
10507,"A6311-0504-00",5880
10506,"A6311-0504-00",135955
10507,"A6311-0505-00",96387
10507,"A6311-0506-00",116988
10507,"A6311-0507-00",78984
10506,"A6311-0507-00",449928
10506,"A6311-0508-00",30614
10507,"A6311-0509-00",2400
10506,"A6311-0509-00",137667
10506,"A6311-0510-00",104024
10506,"A6311-0511-00",59355
10507,"A6311-0513-00",12598
10506,"A6311-0513-00",88747
10507,"A6311-0514-00",9336
10506,"A6311-0514-00",89334
10507,"A6311-0515-00",29608
10506,"A6311-0516-00",45065
10507,"A6311-0517-00",2479
10506,"A6311-0517-00",84533
10507,"A6311-0518-00",108662
10507,"A6311-0519-00",50122
10507,"A6311-0520-00",3576
10506,"A6311-0520-00",57913
10507,"A6311-0521-00",28214
10506,"A6311-0521-00",104131
10507,"A6311-0522-00",2171
10506,"A6311-0522-00",55163
10507,"A6311-0523-00",474435
10506,"A6311-0523-00",135395
10507,"A6311-0524-00",46602
10507,"A6311-0525-00",1834
10506,"A6311-0525-00",13045
10507,"A6311-0526-00",71639
10507,"A6311-0527-00",171726
10507,"A6311-0528-00",59844
10507,"A6311-0529-00",98386
10507,"A6311-0530-00",7423
10506,"A6311-0530-00",61532
10507,"A6311-0531-00",25120
10506,"A6311-0531-00",762
10507,"A6311-0532-00",206797
10506,"A6311-0532-00",37247
10506,"A6311-0533-00",50724
10507,"A6311-0534-00",705
10506,"A6311-0534-00",117845
10507,"A6311-0535-00",50751
10507,"A6311-0536-00",4174
10506,"A6311-0536-00",52158
10507,"A6311-0537-00",72826
10506,"A6311-0537-00",302782
10507,"A6311-0538-00",54266
10506,"A6311-0538-00",140287
10507,"A6311-0539-00",60451
10506,"A6311-0539-00",75810
10507,"A6311-0540-00",59406
10506,"A6311-0540-00",163332
10507,"A6311-0541-00",18920
10506,"A6311-0541-00",7618
10506,"A6311-0542-00",71955
10507,"A6311-0543-00",39955
10506,"A6311-0543-00",132180
10507,"A6311-0544-00",244982
10507,"A6311-0545-00",51263
10506,"A6311-0545-00",114893
10507,"A6311-0546-00",0
10506,"A6311-0546-00",87467
10507,"A6311-0547-00",29899
10507,"A6311-0548-00",95240
10507,"A6311-0549-00",1360
10506,"A6311-0549-00",91844
10507,"A6311-0550-00",11730
10506,"A6311-0550-00",76505
10507,"A6311-0551-00",112008
10506,"A6311-0551-00",23520
10507,"A6311-0552-00",9477
10506,"A6311-0552-00",121708
10507,"A6311-0553-00",2759
10506,"A6311-0553-00",95757
10507,"A6311-0554-00",9574
10506,"A6311-0554-00",43430
10507,"A6311-0555-00",2004
10506,"A6311-0555-00",136906
10507,"A6311-0556-00",110857
10506,"A6311-0557-00",17166
10507,"A6311-0558-00",266407
10507,"A6311-0559-00",1010
10506,"A6311-0559-00",53037
10507,"A6311-0560-00",5317
10506,"A6311-0560-00",95041
10507,"A6311-0561-00",20933
10506,"A6311-0561-00",133919
10507,"A6311-0562-00",10428
10506,"A6311-0562-00",145070
10507,"A6311-0563-00",36644
10506,"A6311-0564-00",71237
10507,"A6311-0565-00",8111
10506,"A6311-0565-00",115852
10507,"A6311-0566-00",4553
10506,"A6311-0566-00",97484
10507,"A6311-0567-00",1323
10506,"A6311-0567-00",194607
10506,"A6311-0568-00",65100
10507,"A6311-0569-00",108936
10507,"A6311-0570-00",32178
10506,"A6311-0570-00",62913
10506,"A6311-0571-00",47001
10507,"A6311-0572-00",5905
10506,"A6311-0572-00",130348
10507,"A6311-0573-00",66830
10507,"A6311-0574-00",29520
10506,"A6311-0574-00",59001
10507,"A6311-0575-00",20637
10506,"A6311-0575-00",74405
10507,"A6311-0576-00",3400
10506,"A6311-0576-00",30899
10507,"A6311-0577-00",3286
10506,"A6311-0577-00",62644
10506,"A6311-0578-00",18002
10506,"A6311-0579-00",21344
10507,"A6311-0580-00",70860
10507,"A6311-0581-00",37
10506,"A6311-0581-00",34795
10507,"A6311-0582-00",79
10506,"A6311-0582-00",46935
10507,"A6311-0583-00",8295
10506,"A6311-0583-00",189350
10507,"A6311-0584-00",27251
10507,"A6311-0585-00",7004
10506,"A6311-0585-00",114902
10507,"A6311-0587-00",179759
10506,"A6311-0587-00",2149
10507,"A6311-0588-00",80
10506,"A6311-0588-00",53093
10507,"A6311-0589-00",3990
10506,"A6311-0589-00",88451
10507,"A6311-0590-00",18490
10506,"A6311-0590-00",93151
10507,"A6311-0591-00",92334
10506,"A6311-0591-00",150564
10507,"A6311-0592-00",45962
10506,"A6311-0592-00",120150
10507,"A6311-0593-00",26666
10506,"A6311-0593-00",85794
10506,"A6311-0594-00",59226
10507,"A6311-0595-00",22560
10506,"A6311-0595-00",171806
10507,"A6311-0596-00",17391
10506,"A6311-0596-00",50772
10507,"A6311-0597-00",26024
10506,"A6311-0597-00",47868
10507,"A6311-0598-00",34760
10506,"A6311-0598-00",68176
10507,"A6311-0599-00",3808
10506,"A6311-0599-00",109444
10507,"A6311-0600-00",42576
10506,"A6311-0600-00",103626
10507,"A6311-0601-00",43389
10507,"A6311-0602-00",11719
10506,"A6311-0602-00",65480
10507,"A6311-0603-00",3327
10506,"A6311-0603-00",88181
10507,"A6311-0604-00",37155
10506,"A6311-0604-00",86368
10507,"A6311-0605-00",12201
10506,"A6311-0605-00",65564
10506,"A6311-0606-00",76475
10506,"A6311-0607-00",85032
10507,"A6311-0608-00",50457
10506,"A6311-0608-00",176790
10507,"A6311-0609-00",10381
10506,"A6311-0609-00",97253
10507,"A6311-0610-00",5534
10506,"A6311-0610-00",70202
10507,"A6311-0611-00",313122
10506,"A6311-0611-00",44
10507,"A6311-0612-00",257
10506,"A6311-0612-00",70553
10506,"A6311-0613-00",54970
10506,"A6311-0614-00",74901
10506,"A6311-0615-00",45606
10507,"A6311-0616-00",3024
10506,"A6311-0616-00",32998
10506,"A6311-0617-00",61315
10507,"A6311-0618-00",4714
10506,"A6311-0618-00",68250
10506,"A6311-0619-00",79065
10507,"A6311-0620-00",55540
10506,"A6311-0620-00",143891
10507,"A6311-0621-00",1050
10506,"A6311-0621-00",126000
10507,"A6311-0622-00",279368
10506,"A6311-0622-00",129
10507,"A6311-0624-00",15179
10506,"A6311-0624-00",49145
10506,"A6311-0625-00",71707
10507,"A6311-0626-00",151472
10507,"A6311-0627-00",16540
10506,"A6311-0627-00",81900
10507,"A6311-0628-00",53929
10507,"A6311-0629-00",7440
10506,"A6311-0629-00",55032
10507,"A6311-0631-00",216888
10506,"A6311-0631-00",3353
10507,"A6311-0632-00",3005
10506,"A6311-0632-00",81019
10506,"A6311-0633-00",63633
10506,"A6311-0634-00",57166
10507,"A6311-0635-00",14588
10506,"A6311-0635-00",40125
10507,"A6311-0637-00",40
10506,"A6311-0637-00",68644
10507,"A6311-0638-00",105109
10507,"A6311-0639-00",40778
10506,"A6311-0639-00",40
10506,"A6311-0641-00",63149
10507,"A6311-0642-00",73316
10506,"A6311-0642-00",2000
10507,"A6311-0644-00",264242
10507,"A6311-0645-00",221470
10506,"A6311-0645-00",36227
10506,"A6311-0646-00",53008
10507,"A6311-0648-00",64993
10507,"A6311-0650-00",93273
10507,"A6311-0651-00",66265
10507,"A6311-0652-00",88210
10507,"A6311-0653-00",159874
10507,"A6311-0654-00",110855
10507,"A6311-0655-00",79406
10506,"A6311-0655-00",136
10507,"A6311-0657-00",123306
10506,"A6311-0657-00",1826
10507,"A6311-0658-00",90106
10507,"A6311-0659-00",69985
10507,"A6311-0660-00",229131
10506,"A6311-0660-00",1587
10507,"A6311-0661-00",122641
10506,"A6311-0661-00",349
10507,"A6311-0662-00",73118
10507,"A6311-0663-00",68885
10507,"A6311-0664-00",152241
10507,"A6311-0665-00",96975
10506,"A6311-0665-00",1104
10507,"A6311-0666-00",116985
10506,"A6311-0666-00",884
10507,"A6311-0667-00",94107
10507,"A6311-0668-00",69834
10507,"A6311-0669-00",58659
10507,"A6311-0670-00",141545
10507,"A6311-0671-00",91232
10507,"A6311-0672-00",108870
10507,"A6311-0673-00",204039
10507,"A6311-0675-00",73509
10507,"A6311-0676-00",40842
10507,"A6311-0677-00",60731
10506,"A6311-0677-00",300
10507,"A6311-0679-00",83810
10507,"A6311-0680-00",21809
10507,"A6311-0681-00",67293
10507,"A6311-0682-00",19092
10507,"A6311-0683-00",113623
10506,"A6311-0683-00",2840
10507,"A6311-0684-00",28182
10506,"A6311-0684-00",2603
10507,"A6311-0685-00",96852
10506,"A6311-0685-00",635
10507,"A6311-0686-00",1265
10507,"A6311-0687-00",22488
10507,"A6311-0688-00",73550
10507,"A6311-0689-00",72383
10507,"A6311-0690-00",91358
10506,"A6311-0690-00",81
10507,"A6311-0691-00",109248
10507,"A6311-0692-00",81310
10506,"A6311-0692-00",40
10507,"A6311-0693-00",133945
10507,"A6311-0694-00",99737
10507,"A6311-0695-00",74609
10507,"A6311-0696-00",98667
10507,"A6311-0697-00",187491
10507,"A6311-0698-00",65239
10506,"A6311-0698-00",40
10507,"A6311-0699-00",73992
10507,"A6311-0700-00",33014
10507,"A6311-0701-00",81340
10506,"A6311-0701-00",20
10507,"A6311-0702-00",41940
10506,"A6311-0702-00",601
10507,"A6311-0703-00",104890
10507,"A6311-0704-00",58581
10506,"A6311-0704-00",1283
10507,"A6311-0705-00",171458
10507,"A6311-0706-00",74651
10506,"A6311-0706-00",355
10507,"A6311-0707-00",33401
10507,"A6311-0708-00",37507
10507,"A6311-0709-00",66567
10507,"A6311-0710-00",83490
10507,"A6311-0711-00",107828
10506,"A6311-0711-00",120
10507,"A6311-0712-00",107370
10507,"A6311-0713-00",102619
10507,"A6311-0714-00",97014
10507,"A6311-0715-00",30508
10507,"A6311-0716-00",309737
10507,"A6311-0717-00",98318
10506,"A6311-0717-00",3525
10507,"A6311-0718-00",102037
10507,"A6311-0719-00",134540
10507,"A6311-0720-00",34392
10507,"A6311-0721-00",114156
10507,"A6311-0722-00",120670
10507,"A6311-0723-00",148393
10507,"A6311-0724-00",166799
10507,"A6311-0725-00",12619
10507,"A6311-0726-00",89265
10507,"A6311-0727-00",80706
10506,"A6311-0727-00",1038
10507,"A6311-0728-00",300985
10506,"A6311-0728-00",688
10507,"A6311-0729-00",83249
10507,"A6311-0730-00",35147
10507,"A6311-0731-00",32495
10507,"A6311-0732-00",219538
10507,"A6311-0733-00",422268
10506,"A6311-0733-00",654
10507,"A6311-0734-00",5135
10507,"A6311-0735-00",109281
10506,"A6311-0735-00",40
10507,"A6311-0736-00",35010
10507,"A6311-0738-00",16971
10507,"A6311-0739-00",65401
10507,"A6311-0740-00",133240
10506,"A6311-0740-00",5114
10507,"A6311-0741-00",211411
10506,"A6311-0741-00",3176
10507,"A6311-0742-00",180607
10506,"A6311-0742-00",440
10507,"A6311-0743-00",101796
10507,"A6311-0744-00",34191
10507,"A6311-0746-00",114828
10507,"A6311-0747-00",145115
10506,"A6311-0747-00",842
10507,"A6311-0748-00",185226
10506,"A6311-0748-00",459
10507,"A6311-0749-00",55488
10507,"A6311-0750-00",25760
10507,"A6311-0751-00",119350
10507,"A6311-0752-00",65695
10506,"A6311-0752-00",40
10507,"A6311-0753-00",16258
10507,"A6311-0754-00",2347
10507,"A6311-0755-00",128097
10507,"A6311-0756-00",21688
10507,"A6311-0757-00",44743
10507,"A6311-0758-00",329624
10507,"A6311-0759-00",52581
10507,"A6311-0760-00",194601
10507,"A6311-0761-00",302483
10506,"A6311-0761-00",5585
10507,"A6311-0762-00",130881
10506,"A6311-0762-00",6988
10507,"A6311-0763-00",47800
10507,"A6311-0764-00",74027
10507,"A6311-0765-00",27700
10507,"A6311-0766-00",277021
10507,"A6311-0767-00",80289
10507,"A6311-0768-00",87365
10507,"A6311-0769-00",91025
10507,"A6311-0771-00",639351
10506,"A6311-0771-00",924
10507,"A6311-0772-00",253588
10506,"A6311-0772-00",120
10507,"A6311-0774-00",152775
10507,"A6311-0775-00",138111
10506,"A6311-0775-00",40
10507,"A6311-0776-00",156725
10507,"A6311-0777-00",131397
10506,"A6311-0777-00",40
10507,"A6311-0778-00",161324
10506,"A6311-0778-00",40
10507,"A6311-0779-00",137233
10506,"A6311-0779-00",16346
10507,"A6311-0780-00",173
10507,"A6311-0781-00",303559
10507,"A6311-0782-00",399477
10506,"A6311-0782-00",40
10507,"A6311-0783-00",147435
10506,"A6311-0783-00",8070
10507,"A6311-0784-00",172070
10507,"A6311-0786-00",53535
10507,"A6311-0787-00",34503
10507,"A6311-0788-00",11045
10507,"A6311-0789-00",53966
10507,"A6311-0790-00",128622
10507,"A6311-0791-00",102139
10507,"A6311-0792-00",95526
10506,"A6311-0792-00",169
10507,"A6311-0793-00",190454
10506,"A6311-0793-00",612
10507,"A6311-0794-00",16028
10507,"A6311-0796-00",53655
10507,"A6311-0797-00",111355
10507,"A6311-0798-00",29603
10507,"A6311-0799-00",276764
10507,"A6311-0800-00",45112
10506,"A6311-0800-00",13430
10507,"A6311-0801-00",391002
10506,"A6311-0801-00",2424
10507,"A6311-0802-00",28366
10507,"A6311-0803-00",100033
10507,"A6311-0804-00",16392
10507,"A6311-0805-00",87041
10507,"A6311-0806-00",130487
10506,"A6311-0806-00",325
10507,"A6311-0807-00",54939
10507,"A6311-0808-00",74449
10507,"A6311-0809-00",89071
10507,"A6311-0810-00",77644
10507,"A6311-0811-00",494591
10506,"A6311-0811-00",707
10507,"A6311-0812-00",86144
10506,"A6311-0812-00",321
10507,"A6311-0813-00",40530
10507,"A6311-0814-00",114258
10506,"A6311-0814-00",40
10507,"A6311-0815-00",127292
10507,"A6311-0816-00",114328
10506,"A6311-0816-00",222
10507,"A6311-0817-00",67476
10506,"A6311-0817-00",2000
10507,"A6311-0818-00",118507
10507,"A6311-0819-00",86020
10507,"A6311-0820-00",60491
10507,"A6311-0821-00",629294
10506,"A6311-0821-00",10866
10507,"A6311-0822-00",68772
10507,"A6311-0823-00",45070
10506,"A6311-0823-00",40
10507,"A6311-0824-00",34948
10507,"A6311-0825-00",76132
10506,"A6311-0825-00",701
10507,"A6311-0826-00",80827
10507,"A6311-0827-00",52633
10507,"A6311-0828-00",96639
10507,"A6311-0829-00",74575
10507,"A6311-0830-00",63964
10507,"A6311-0831-00",33325
10507,"A6311-0832-00",80728
10507,"A6311-0833-00",44880
10507,"A6311-0834-00",85584
10507,"A6311-0835-00",54545
10506,"A6311-0835-00",120
10507,"A6311-0836-00",48248
10507,"A6311-0837-00",101830
10507,"A6311-0838-00",161618
10507,"A6311-0839-00",70106
10507,"A6311-0840-00",61853
10507,"A6311-0841-00",216426
10506,"A6311-0841-00",18763
10507,"A6311-0842-00",106385
10507,"A6311-0843-00",46828
10507,"A6311-0844-00",216318
10506,"A6311-0844-00",40
10507,"A6311-0846-00",280599
10506,"A6311-0846-00",3467
10507,"A6311-0847-00",176982
10507,"A6311-0848-00",149289
10507,"A6311-0849-00",15512
10507,"A6311-0850-00",62026
10507,"A6311-0851-00",52795
10507,"A6311-0852-00",181705
10506,"A6311-0852-00",8410
10507,"A6311-0853-00",130758
10507,"A6311-0854-00",67782
10507,"A6311-0855-00",123103
10506,"A6311-0855-00",111
10507,"A6311-0856-00",81647
10507,"A6311-0857-00",769962
10507,"A6311-0858-00",60893
10507,"A6311-0859-00",143932
