"統計年月","行政區域","納稅單位_n","綜合所得總額_n","綜合所得平均數_n","綜合所得中位數_n"
10101,"苓雅區福海里",344,264746,770,585
10101,"苓雅區福居里",798,542681,680,517
10101,"苓雅區福康里",535,395087,738,569
10101,"苓雅區福隆里",823,640917,779,589
10101,"苓雅區福南里",568,427776,753,525
10101,"苓雅區福人里",602,459485,763,588
10101,"苓雅區福壽里",424,354984,837,528
10101,"苓雅區福西里",466,299568,643,513
10101,"苓雅區福祥里",382,272005,712,510
10101,"苓雅區鼓中里",301,242408,805,592
10101,"苓雅區光華里",165,119282,723,552
10101,"苓雅區廣澤里",631,585139,927,608
10101,"苓雅區和煦里",709,674220,951,639
10101,"苓雅區華堂里",999,907634,909,621
10101,"苓雅區建軍里",582,464273,798,571
10101,"苓雅區凱旋里",673,757314,1125,723
10101,"苓雅區林安里",518,481269,929,655
10101,"苓雅區林德里",616,693894,1126,682
10101,"苓雅區林富里",752,1163295,1547,782
10101,"苓雅區林貴里",643,636129,989,689
10101,"苓雅區林華里",927,756846,816,589
10101,"苓雅區林靖里",575,527118,917,725
10101,"苓雅區林南里",1097,1265988,1154,752
10101,"苓雅區林泉里",734,865587,1179,782
10101,"苓雅區林榮里",1387,1219638,879,587
10101,"苓雅區林圍里",926,1292788,1396,776
10101,"苓雅區林西里",531,444218,837,566
10101,"苓雅區林興里",377,278832,740,575
10101,"苓雅區林中里",1036,917002,885,614
10101,"苓雅區苓東里",453,379567,838,524
10101,"苓雅區苓昇里",368,257815,701,556
10101,"苓雅區苓雅里",488,426019,873,602
10101,"苓雅區苓中里",492,372342,757,547
10101,"苓雅區苓洲里",463,441960,955,590
10101,"苓雅區美田里",405,346135,855,621
10101,"苓雅區民主里",1314,1306551,994,641
10101,"苓雅區普天里",1195,1228506,1028,670
10101,"苓雅區普照里",1054,1128826,1071,671
10101,"苓雅區晴朗里",416,490692,1180,673
10101,"苓雅區人和里",617,561562,910,568
10101,"苓雅區仁政里",487,550299,1130,679
10101,"苓雅區日中里",808,723188,895,595
10101,"苓雅區尚義里",586,695007,1186,758
10101,"苓雅區田西里",476,405587,852,622
10101,"苓雅區同慶里",770,1188015,1543,930
10101,"苓雅區衛武里",579,405009,699,557
10101,"苓雅區文昌里",1242,948398,764,566
10101,"苓雅區五福里",1237,988677,799,557
10101,"苓雅區五權里",704,612579,870,625
10101,"苓雅區意誠里",1065,853832,802,578
10101,"苓雅區英明里",627,509188,812,588
10101,"苓雅區永康里",749,644175,860,613
10101,"苓雅區正大里",1728,1543674,893,620
10101,"苓雅區正道里",1402,1152068,822,597
10101,"苓雅區正仁里",806,660997,820,617
10101,"苓雅區正文里",713,677308,950,645
10101,"苓雅區正心里",1339,1206415,901,621
10101,"苓雅區正言里",997,871274,874,597
10101,"苓雅區正義里",869,1035105,1191,704
10101,"苓雅區中正里",1114,1486051,1334,764
10101,"苓雅區奏捷里",514,437836,852,605
10101,"六龜區寶來里",138,77188,559,449
10101,"六龜區大津里",55,33897,616,487
10101,"六龜區荖濃里",139,70564,508,407
10101,"六龜區六龜里",147,83106,565,450
10101,"六龜區文武里",228,146220,641,452
10101,"六龜區新發里",155,98438,635,436
10101,"六龜區新寮里",91,73858,812,638
10101,"六龜區新威里",130,84788,652,500
10101,"六龜區新興里",85,55562,654,500
10101,"六龜區興龍里",110,53988,491,407
10101,"六龜區義寶里",213,133390,626,476
10101,"六龜區中興里",238,153085,643,516
10101,"路竹區北嶺里",398,275196,691,524
10101,"路竹區頂寮里",292,194280,665,508
10101,"路竹區後鄉里",372,273969,736,553
10101,"路竹區甲北里",633,453187,716,559
10101,"路竹區甲南里",951,677349,712,552
10101,"路竹區三爺里",279,249342,894,558
10101,"路竹區社東里",501,333408,665,516
10101,"路竹區社南里",1451,1090328,751,581
10101,"路竹區社西里",669,453889,678,515
10101,"路竹區社中里",264,160958,610,472
10101,"路竹區文北里",970,687043,708,545
10101,"路竹區文南里",752,584587,777,618
10101,"路竹區下坑里",719,488828,680,506
10101,"路竹區新達里",289,194035,671,561
10101,"路竹區鴨寮里",618,481242,779,599
10101,"路竹區竹東里",1126,933524,829,610
10101,"路竹區竹滬里",830,587429,708,522
10101,"路竹區竹南里",891,946156,1062,641
10101,"路竹區竹西里",677,509971,753,521
10101,"路竹區竹園里",466,302077,648,517
10101,"茂林區多納里",98,51077,521,406
10101,"茂林區茂林里",187,125636,672,564
10101,"茂林區萬山里",72,54783,761,557
10101,"美濃區德興里",308,242429,787,602
10101,"美濃區東門里",293,216358,738,550
10101,"美濃區福安里",584,468947,803,565
10101,"美濃區廣德里",251,166940,665,492
10101,"美濃區廣林里",277,193270,698,551
10101,"美濃區合和里",562,408305,727,534
10101,"美濃區吉東里",336,232026,691,534
10101,"美濃區吉和里",286,215444,753,575
10101,"美濃區吉洋里",344,229413,667,547
10101,"美濃區龍肚里",323,240928,746,554
10101,"美濃區龍山里",457,338980,742,572
10101,"美濃區祿興里",569,407526,716,569
10101,"美濃區瀰濃里",499,397911,797,635
10101,"美濃區清水里",403,292262,725,597
10101,"美濃區獅山里",477,345032,723,582
10101,"美濃區泰安里",378,300947,796,590
10101,"美濃區興隆里",230,157585,685,555
10101,"美濃區中壇里",452,350536,776,611
10101,"美濃區中圳里",450,360943,802,605
10101,"彌陀區光和里",296,177291,599,505
10101,"彌陀區過港里",223,144056,646,493
10101,"彌陀區海尾里",170,99311,584,435
10101,"彌陀區舊港里",379,219787,580,445
10101,"彌陀區漯底里",270,171018,633,511
10101,"彌陀區彌靖里",496,357766,721,503
10101,"彌陀區彌仁里",137,82203,600,473
10101,"彌陀區彌壽里",196,139639,712,591
10101,"彌陀區彌陀里",459,312565,681,534
10101,"彌陀區南寮里",444,278734,628,500
10101,"彌陀區文安里",434,247866,571,455
10101,"彌陀區鹽埕里",471,288203,612,496
10101,"那瑪夏區達卡努瓦里",211,134574,638,543
10101,"那瑪夏區瑪雅里",139,93579,673,565
10101,"那瑪夏區南沙魯里",95,46624,491,493
10101,"楠梓區翠屏里",4379,3518330,803,632
10101,"楠梓區大昌里",531,353262,665,532
10101,"楠梓區東寧里",1118,993413,889,676
10101,"楠梓區福昌里",594,469534,790,606
10101,"楠梓區廣昌里",898,638693,711,582
10101,"楠梓區國昌里",1040,807047,776,591
10101,"楠梓區和昌里",629,485697,772,586
10101,"楠梓區宏昌里",993,831973,838,662
10101,"楠梓區宏南里",650,874952,1346,1021
10101,"楠梓區宏榮里",890,893629,1004,802
10101,"楠梓區宏毅里",836,798019,955,776
10101,"楠梓區惠豐里",1553,1242016,800,632
10101,"楠梓區惠民里",1189,936527,788,580
10101,"楠梓區惠楠里",756,578742,766,586
10101,"楠梓區加昌里",2525,2036779,807,630
10101,"楠梓區建昌里",801,617051,770,599
10101,"楠梓區金田里",952,753896,792,602
10101,"楠梓區錦屏里",1019,830214,815,627
10101,"楠梓區久昌里",726,504597,695,573
10101,"楠梓區藍田里",1495,1558523,1042,798
10101,"楠梓區隆昌里",1021,800225,784,573
10101,"楠梓區清豐里",6008,5135880,855,692
10101,"楠梓區慶昌里",1130,1068420,946,695
10101,"楠梓區仁昌里",1514,1126469,744,600
10101,"楠梓區稔田里",438,344219,786,620
10101,"楠梓區瑞屏里",1215,985131,811,614
10101,"楠梓區盛昌里",1766,1574455,892,679
10101,"楠梓區泰昌里",391,285914,731,565
10101,"楠梓區五常里",1660,1202603,724,579
10101,"楠梓區享平里",953,787657,827,603
10101,"楠梓區興昌里",1258,1087712,865,694
10101,"楠梓區秀昌里",651,561353,862,645
10101,"楠梓區玉屏里",688,542026,788,617
10101,"楠梓區裕昌里",1075,1011046,941,723
10101,"楠梓區中和里",509,436322,857,670
10101,"楠梓區中興里",460,390754,849,678
10101,"楠梓區中陽里",778,576083,740,536
10101,"內門區東埔里",97,58694,605,416
10101,"內門區溝坪里",167,86223,516,443
10101,"內門區觀亭里",339,212443,627,536
10101,"內門區光興里",94,60042,639,560
10101,"內門區金竹里",104,53295,512,414
10101,"內門區木柵里",82,40421,493,446
10101,"內門區內東里",128,69945,546,438
10101,"內門區內豊里",234,127211,544,424
10101,"內門區內門里",186,118870,639,549
10101,"內門區內南里",78,44944,576,448
10101,"內門區內興里",94,48201,513,426
10101,"內門區瑞山里",43,33003,768,471
10101,"內門區三平里",90,53732,597,501
10101,"內門區石坑里",75,44204,589,486
10101,"內門區永富里",203,112328,553,411
10101,"內門區永吉里",71,47433,668,504
10101,"內門區永興里",70,38009,543,498
10101,"內門區中埔里",108,68275,632,467
10101,"鳥松區大華里",3403,5089918,1496,780
10101,"鳥松區大竹里",177,134989,763,587
10101,"鳥松區坔埔里",963,808435,839,587
10101,"鳥松區華美里",1046,856026,818,588
10101,"鳥松區夢裡里",1563,2264379,1449,827
10101,"鳥松區鳥松里",3231,3909784,1210,788
10101,"鳥松區仁美里",1613,1173250,727,558
10101,"旗津區安順里",174,103436,594,507
10101,"旗津區北汕里",542,315400,582,457
10101,"旗津區慈愛里",455,274663,604,487
10101,"旗津區復興里",638,367242,576,488
10101,"旗津區南汕里",382,239399,627,541
10101,"旗津區旗下里",285,185192,650,505
10101,"旗津區上竹里",594,403195,679,541
10101,"旗津區實踐里",274,158051,577,464
10101,"旗津區永安里",249,139162,559,451
10101,"旗津區振興里",372,236843,637,471
10101,"旗津區中華里",317,197556,623,481
10101,"旗津區中興里",604,382281,633,504
10101,"旗津區中洲里",328,215084,656,487
10101,"旗山區大德里",711,524640,738,559
10101,"旗山區大林里",242,136750,565,452
10101,"旗山區大山里",298,197696,663,529
10101,"旗山區東昌里",235,160985,685,502
10101,"旗山區東平里",454,353278,778,586
10101,"旗山區廣福里",130,107808,829,575
10101,"旗山區鯤洲里",146,101113,693,497
10101,"旗山區湄洲里",510,380567,746,569
10101,"旗山區南勝里",428,287383,671,505
10101,"旗山區南洲里",283,199261,704,517
10101,"旗山區瑞吉里",469,315064,672,509
10101,"旗山區三協里",471,317372,674,509
10101,"旗山區上洲里",189,119020,630,545
10101,"旗山區太平里",574,392428,684,511
10101,"旗山區新光里",169,115458,683,513
10101,"旗山區永和里",835,576410,690,533
10101,"旗山區圓富里",383,233301,609,506
10101,"旗山區中寮里",22,10041,456,469
10101,"旗山區中正里",295,179290,608,496
10101,"旗山區中洲里",141,103539,734,514
10101,"旗山區竹峰里",362,309356,855,570
10101,"前金區北金里",232,202394,872,560
10101,"前金區博孝里",327,306201,936,556
10101,"前金區草江里",392,356692,910,618
10101,"前金區東金里",342,415492,1215,698
10101,"前金區復元里",362,375690,1038,665
10101,"前金區國民里",352,500571,1422,666
10101,"前金區後金里",268,275225,1027,645
10101,"前金區林投里",233,296880,1274,536
10101,"前金區民生里",262,257419,983,678
10101,"前金區青山里",571,673495,1180,719
10101,"前金區榮復里",367,262481,715,526
10101,"前金區三川里",200,123375,617,465
10101,"前金區社東里",661,833383,1261,736
10101,"前金區社西里",390,407922,1046,665
10101,"前金區文東里",419,440172,1051,639
10101,"前金區文西里",321,277796,865,551
10101,"前金區新生里",1255,1341252,1069,703
10101,"前金區長城里",392,319754,816,579
10101,"前金區長生里",581,594740,1024,644
10101,"前金區長興里",353,319074,904,588
10101,"前鎮區草衙里",2524,1750101,693,531
10101,"前鎮區德昌里",498,316846,636,507
10101,"前鎮區復國里",827,747129,903,617
10101,"前鎮區建隆里",327,420074,1285,763
10101,"前鎮區良和里",1028,1082268,1053,734
10101,"前鎮區民權里",1509,1618324,1072,724
10101,"前鎮區明道里",236,170588,723,575
10101,"前鎮區明禮里",362,242951,671,511
10101,"前鎮區明孝里",746,529488,710,504
10101,"前鎮區明義里",653,480450,736,569
10101,"前鎮區明正里",1609,1281322,796,619
10101,"前鎮區平昌里",152,106889,703,531
10101,"前鎮區平等里",499,416640,835,585
10101,"前鎮區前鎮里",360,248962,692,526
10101,"前鎮區仁愛里",334,241215,722,540
10101,"前鎮區瑞北里",849,610842,719,582
10101,"前鎮區瑞昌里",950,690064,726,575
10101,"前鎮區瑞誠里",787,569133,723,584
10101,"前鎮區瑞東里",662,476773,720,557
10101,"前鎮區瑞豐里",797,632758,794,618
10101,"前鎮區瑞崗里",701,538584,768,569
